,active_ability
68615,1.666666667
68616,0
68617,0
68618,3.333333333
68619,5.333333333
68620,0.666666667
68621,0
68622,5.333333333
68623,0.666666667
68624,0
68625,1.666666667
68626,3.666666667
68627,15
68628,10.66666667
68629,1
68630,1.333333333
68631,1
68632,0
68633,3
68634,1
68635,6.333333333
68636,5.666666667
68637,2.333333333
68638,6.333333333
68639,1.333333333
68640,0
68641,2
68642,5.666666667
68643,1
68644,2.666666667
68645,5.666666667
68646,1
68647,1.333333333
68648,3.666666667
68649,1.333333333
68650,2
68651,1
68652,0
68653,1.666666667
68654,0
68655,3.333333333
68656,2.333333333
68657,7
68658,0
68659,0
68660,4
68661,4.333333333
68662,1.333333333
68663,3
68664,0
68665,1.333333333
68666,0
68667,0
68668,0
68669,1.333333333
68670,7.333333333
68671,3.333333333
68672,0
68673,0
68674,3
68675,2.666666667
68676,4.333333333
68677,2
68678,1.666666667
68679,2.333333333
68680,3
68681,1.666666667
68682,16
68683,0
68684,5.333333333
68685,14
68686,0
68687,6.666666667
68688,0
68689,0.333333333
68690,0
68691,4.666666667
68692,0
68693,4.666666667
68694,0.333333333
68695,1.333333333
68696,0.333333333
68697,0
68698,3.666666667
68699,1
68700,5.333333333
68701,6
68702,6.333333333
68703,0
68704,3.333333333
68705,0
68706,4
68707,4.333333333
68708,2
68709,1
68710,3.666666667
68711,2.333333333
68712,3
68713,0.666666667
68714,0
68715,10.33333333
68716,0.333333333
68717,3.333333333
68718,0
68719,3
68720,3
68721,3.666666667
68722,4
68723,0.666666667
68724,3.666666667
68725,2.333333333
68726,3
68727,0
68728,6.666666667
68729,0
68730,0
68731,0
68732,3
68733,2
68734,3.666666667
68735,11
68736,0
68737,1
68738,2
68739,0
68740,6.666666667
68741,11.33333333
68742,3
68743,0
68744,3.666666667
68745,8
68746,6.666666667
68747,2.666666667
68748,4.333333333
68749,3.666666667
68750,2.333333333
68751,0.666666667
68752,5.333333333
68753,4.666666667
68754,0
68755,0
68756,0.333333333
68757,6.666666667
68758,0
68759,0
68760,11.66666667
68761,0
68762,0
68763,0.333333333
68764,2.666666667
68765,0.333333333
68766,1.666666667
68767,0.666666667
68768,0
68769,0
68770,0
68771,0
68772,0
68773,2.333333333
68774,1
68775,0
68776,2.666666667
68777,2.333333333
68778,0.666666667
68779,5
68780,6
68781,3.666666667
68782,6
68783,0
68784,4.666666667
68785,3.666666667
68786,2.666666667
68787,2.666666667
68788,0
68789,5
68790,3.333333333
68791,3.333333333
68792,3.333333333
68793,0
68794,0
68795,2.333333333
68796,6.333333333
68797,0.333333333
68798,1.666666667
68799,1
68800,3.333333333
68801,1.333333333
68802,0
68803,10.33333333
68804,37.66666667
68805,6.333333333
68806,1.333333333
68807,0
68808,4.333333333
68809,10.33333333
68810,2
68811,0.666666667
68812,2.666666667
68813,11.33333333
68814,2.666666667
68815,17.66666667
68816,0
68817,2
68818,6
68819,0
68820,4.333333333
68821,0
68822,0.666666667
68823,6.666666667
68824,0
68825,9.666666667
68826,3
68827,3
68828,3.333333333
68829,1
68830,0
68831,0
68832,0
68833,0.666666667
68834,0
68835,3.333333333
68836,7
68837,0.333333333
68838,0
68839,3.666666667
68840,0.333333333
68841,0
68842,1.333333333
68843,10.33333333
68844,0.666666667
68845,8.666666667
68846,5
68847,0
68848,3
68849,2.333333333
68850,1.666666667
68851,1
68852,2.666666667
68853,6.333333333
68854,2
68855,0
68856,0
68857,0.666666667
68858,4
68859,0.666666667
68860,0.666666667
68861,2.333333333
68862,1
68863,0.333333333
68864,2.333333333
68865,0
68866,6.666666667
68867,0.666666667
68868,0.666666667
68869,0.666666667
68870,13
68871,0
68872,16.66666667
68873,7.666666667
68874,0.333333333
68875,2
68876,2
68877,6.333333333
68878,0
68879,5
68880,2.333333333
68881,0
68882,2.333333333
68883,7.333333333
68884,3.666666667
68885,0.333333333
68886,0
68887,4.333333333
68888,2.666666667
68889,0.333333333
68890,11
68891,2.333333333
68892,1
68893,1.666666667
68894,0
68895,0.333333333
68896,1.666666667
68897,0
68898,0
68899,12.33333333
68900,1.666666667
68901,0.666666667
68902,0
68903,1.666666667
68904,0
68905,1.333333333
68906,7
68907,1.666666667
68908,1
68909,0
68910,3
68911,1.333333333
68912,0
68913,6.333333333
68914,1
68915,0
68916,1.333333333
68917,8
68918,0
68919,2.333333333
68920,1.333333333
68921,2
68922,3
68923,0
68924,0
68925,1.333333333
68926,0
68927,3
68928,1
68929,1.333333333
68930,4.666666667
68931,13.33333333
68932,3.333333333
68933,2.333333333
68934,3.666666667
68935,0.333333333
68936,0
68937,1
68938,0.333333333
68939,0
68940,0
68941,0
68942,5.333333333
68943,2.333333333
68944,3
68945,0
68946,1.666666667
68947,0
68948,0
68949,2.666666667
68950,1.666666667
68951,0
68952,1
68953,0
68954,1.333333333
68955,2
68956,3.666666667
68957,0
68958,0.666666667
68959,0
68960,7.666666667
68961,0
68962,0
68963,0.333333333
68964,4
68965,0
68966,0
68967,2.666666667
68968,0.666666667
68969,1.333333333
68970,1
68971,0
68972,0
68973,0.666666667
68974,0
68975,9.666666667
68976,6
68977,1.666666667
68978,0
68979,0.333333333
68980,7
68981,4.666666667
68982,1.333333333
68983,7.333333333
68984,7.666666667
68985,3.333333333
68986,0.333333333
68987,0
68988,1
68989,3.333333333
68990,1
68991,0
68992,0
68993,1.666666667
68994,2
68995,1
68996,1.333333333
68997,1.333333333
68998,0
68999,3.333333333
69000,3.333333333
69001,2
69002,1
69003,1.333333333
69004,3
69005,3.333333333
69006,2.666666667
69007,0
69008,2
69009,18.33333333
69010,2.666666667
69011,1
69012,0
69013,0.333333333
69014,9
69015,0.333333333
69016,0
69017,0
69018,0
69019,2
69020,0.666666667
69021,0
69022,0
69023,0
69024,1.333333333
69025,2
69026,0
69027,0
69028,0
69029,3.666666667
69030,0.333333333
69031,0
69032,4
69033,4.666666667
69034,1.666666667
69035,3.333333333
69036,1.333333333
69037,8
69038,1
69039,3.666666667
69040,1
69041,1.666666667
69042,13.33333333
69043,0.666666667
69044,8.666666667
69045,1.666666667
69046,4
69047,0
69048,0
69049,5.666666667
69050,0
69051,1.333333333
69052,2.333333333
69053,0.666666667
69054,1.666666667
69055,0
69056,0.333333333
69057,7.666666667
69058,3.333333333
69059,0.666666667
69060,1
69061,2.333333333
69062,0
69063,0
69064,0
69065,0.333333333
69066,0
69067,0.666666667
69068,2.666666667
69069,0.666666667
69070,3.666666667
69071,0
69072,4.333333333
69073,10
69074,0.666666667
69075,0.333333333
69076,0.666666667
69077,0
69078,0
69079,1.333333333
69080,0
69081,11.33333333
69082,10
69083,0
69084,0
69085,0
69086,0.333333333
69087,0.666666667
69088,2
69089,0
69090,2.666666667
69091,10.66666667
69092,8
69093,0.666666667
69094,0.333333333
69095,4
69096,1
69097,1
69098,0
69099,0.666666667
69100,0
69101,0
69102,3.333333333
69103,6.666666667
69104,15.66666667
69105,8
69106,0.666666667
69107,0.333333333
69108,7
69109,14.33333333
69110,6.666666667
69111,0
69112,2.333333333
69113,0
69114,6.333333333
69115,0.666666667
69116,4.666666667
69117,0
69118,0
69119,0
69120,4
69121,2
69122,0.666666667
69123,5
69124,3.666666667
69125,14.33333333
69126,5.333333333
69127,3
69128,3.666666667
69129,0
69130,13
69131,1
69132,0.666666667
69133,13.33333333
69134,4.333333333
69135,0.333333333
69136,0
69137,7.666666667
69138,8.333333333
69139,19.33333333
69140,11
69141,4.333333333
69142,0
69143,9.666666667
69144,1.666666667
69145,0
69146,13
69147,2.333333333
69148,0
69149,0
69150,0.666666667
69151,3
69152,2.333333333
69153,2.333333333
69154,8.333333333
69155,0
69156,3
69157,1.666666667
69158,6.666666667
69159,0
69160,57.33333333
69161,0.666666667
69162,2
69163,1
69164,5.666666667
69165,3
69166,2.333333333
69167,0
69168,1
69169,1.666666667
69170,1
69171,3
69172,0
69173,2
69174,0
69175,0
69176,0.666666667
69177,2.666666667
69178,1.333333333
69179,3.666666667
69180,3
69181,3
69182,0
69183,4.666666667
69184,0.333333333
69185,0
69186,0
69187,0
69188,0
69189,1.666666667
69190,4.666666667
69191,0.333333333
69192,2
69193,1.333333333
69194,4.666666667
69195,0.333333333
69196,2.666666667
69197,0
69198,4.666666667
69199,16
69200,0.666666667
69201,0
69202,3
69203,0
69204,0
69205,0
69206,0.333333333
69207,0.333333333
69208,0
69209,3
69210,3
69211,4.333333333
69212,4.333333333
69213,0
69214,0
69215,0
69216,0
69217,0
69218,0.333333333
69219,1
69220,4.333333333
69221,20.33333333
69222,7.333333333
69223,0.666666667
69224,0
69225,2.666666667
69226,0
69227,1
69228,0
69229,0
69230,1.333333333
69231,0.666666667
69232,0
69233,0.666666667
69234,4.666666667
69235,0
69236,2.666666667
69237,0
69238,3.666666667
69239,1.666666667
69240,1
69241,4
69242,0
69243,0
69244,4
69245,0.333333333
69246,0
69247,39.33333333
69248,0.666666667
69249,1.666666667
69250,0.666666667
69251,7
69252,1.333333333
69253,0
69254,0
69255,13.33333333
69256,1
69257,6.333333333
69258,1
69259,1.666666667
69260,5.666666667
69261,0.666666667
69262,6
69263,1.333333333
69264,5.333333333
69265,1.333333333
69266,0.666666667
69267,1
69268,2.333333333
69269,0
69270,1
69271,0
69272,1
69273,3.333333333
69274,0
69275,5.333333333
69276,2
69277,5
69278,0
69279,0
69280,0
69281,1.666666667
69282,0.333333333
69283,7.333333333
69284,0.666666667
69285,0
69286,0.666666667
69287,6
69288,5.666666667
69289,0
69290,2.666666667
69291,0
69292,0
69293,3
69294,0
69295,2.333333333
69296,1.666666667
69297,0
69298,0
69299,4.666666667
69300,10.33333333
69301,1.333333333
69302,0
69303,3.333333333
69304,0
69305,5.666666667
69306,6.333333333
69307,0
69308,1
69309,0.666666667
69310,3.333333333
69311,2.333333333
69312,2.333333333
69313,0.333333333
69314,0
69315,0
69316,1.333333333
69317,2.666666667
69318,4.333333333
69319,0
69320,8.666666667
69321,1
69322,0
69323,1.333333333
69324,8
69325,0
69326,7.666666667
69327,0
69328,12.33333333
69329,0.333333333
69330,0
69331,2.333333333
69332,0
69333,8
69334,0
69335,0.666666667
69336,0.333333333
69337,2.333333333
69338,1.666666667
69339,0
69340,4.666666667
69341,4
69342,1.666666667
69343,1.333333333
69344,3
69345,2.333333333
69346,0
69347,0.333333333
69348,5.333333333
69349,2
69350,1.666666667
69351,5
69352,2.333333333
69353,12.66666667
69354,0
69355,0
69356,3
69357,4
69358,0
69359,4.666666667
69360,4
69361,2.666666667
69362,5.333333333
69363,0.666666667
69364,0
69365,0.333333333
69366,0
69367,0
69368,0.666666667
69369,4
69370,4.666666667
69371,0.333333333
69372,5.666666667
69373,3
69374,0
69375,3.333333333
69376,1.333333333
69377,3.333333333
69378,2
69379,1.666666667
69380,2
69381,4
69382,1.333333333
69383,2.333333333
69384,0.333333333
69385,2
69386,18
69387,1
69388,0
69389,0
69390,10.66666667
69391,0
69392,9.666666667
69393,2.333333333
69394,0.333333333
69395,0
69396,0
69397,0.333333333
69398,0
69399,3.333333333
69400,1.333333333
69401,0
69402,5.666666667
69403,0
69404,3.333333333
69405,1
69406,2.666666667
69407,4
69408,4.666666667
69409,0
69410,0
69411,3
69412,0.666666667
69413,0.333333333
69414,1.666666667
69415,0.333333333
69416,1.333333333
69417,2.333333333
69418,1
69419,1.666666667
69420,0
69421,0
69422,7
69423,1
69424,1.666666667
69425,4
69426,2
69427,0.333333333
69428,5.666666667
69429,0
69430,0
69431,1.666666667
69432,2.333333333
69433,0
69434,0
69435,1.666666667
69436,0.333333333
69437,0
69438,6.666666667
69439,0
69440,2.666666667
69441,1
69442,0.333333333
69443,0
69444,0.666666667
69445,0
69446,3
69447,0
69448,10.33333333
69449,0.666666667
69450,1
69451,6.333333333
69452,0.333333333
69453,0.333333333
69454,0
69455,0
69456,9.333333333
69457,0
69458,2
69459,0.666666667
69460,2.666666667
69461,1.333333333
69462,5.666666667
69463,9
69464,2
69465,0
69466,2.666666667
69467,4.666666667
69468,0
69469,2
69470,0
69471,0
69472,0.333333333
69473,0
69474,0
69475,1.666666667
69476,0.333333333
69477,1
69478,3
69479,0
69480,9
69481,46.33333333
69482,1.333333333
69483,7.333333333
69484,0
69485,7.333333333
69486,2.666666667
69487,0
69488,11
69489,3
69490,2.666666667
69491,0
69492,6.333333333
69493,1.333333333
69494,0.333333333
69495,2.666666667
69496,0
69497,1.666666667
69498,0
69499,4
69500,1.333333333
69501,15
69502,1
69503,2.666666667
69504,0
69505,3.666666667
69506,1.333333333
69507,3
69508,0
69509,0
69510,8.666666667
69511,2
69512,3
69513,0
69514,0
69515,0.333333333
69516,7.333333333
69517,1.333333333
69518,0.333333333
69519,5.666666667
69520,0.666666667
69521,9
69522,1.666666667
69523,2
69524,0
69525,0
69526,0.333333333
69527,3
69528,3
69529,9.666666667
69530,0
69531,4
69532,5
69533,2
69534,0.666666667
69535,11.33333333
69536,1
69537,2.666666667
69538,0
69539,2.666666667
69540,0
69541,0
69542,1
69543,1
69544,1
69545,10.66666667
69546,4.333333333
69547,1.333333333
69548,1.666666667
69549,0.666666667
69550,5
69551,5.666666667
69552,0.666666667
69553,12.33333333
69554,7
69555,1.333333333
69556,0
69557,3
69558,2.333333333
69559,0
69560,5.333333333
69561,3.666666667
69562,1.666666667
69563,4.666666667
69564,6.666666667
69565,2.666666667
69566,4
69567,12.33333333
69568,0
69569,5.666666667
69570,9
69571,3.666666667
69572,2.333333333
69573,2.333333333
69574,3.666666667
69575,3.333333333
69576,0
69577,1
69578,5.666666667
69579,1
69580,2.333333333
69581,2
69582,1.333333333
69583,0.333333333
69584,0.666666667
69585,0.333333333
69586,3
69587,12
69588,3.666666667
69589,3.666666667
69590,0.666666667
69591,5.666666667
69592,1.666666667
69593,1
69594,1
69595,0
69596,0
69597,3
69598,2.333333333
69599,3.333333333
69600,4.333333333
69601,3
69602,0
69603,0
69604,3
69605,0
69606,1
69607,4.333333333
69608,9.333333333
69609,0.666666667
69610,7.666666667
69611,2
69612,0
69613,2.666666667
69614,0.666666667
69615,0
69616,0
69617,3
69618,1.333333333
69619,0
69620,0
69621,23.33333333
69622,5.666666667
69623,1
69624,2.333333333
69625,0
69626,1.333333333
69627,2.333333333
69628,1.666666667
69629,0.666666667
69630,1.666666667
69631,0
69632,4
69633,4.666666667
69634,0
69635,2.666666667
69636,0
69637,1
69638,3.333333333
69639,0.666666667
69640,1
69641,0.333333333
69642,1
69643,0
69644,2
69645,0
69646,6.333333333
69647,0
69648,0.666666667
69649,4.333333333
69650,11.33333333
69651,0.333333333
69652,10
69653,3
69654,4.666666667
69655,10.66666667
69656,0
69657,0
69658,1.333333333
69659,1.666666667
69660,2.666666667
69661,2.666666667
69662,0
69663,7
69664,0
69665,4.666666667
69666,5.666666667
69667,6
69668,0
69669,0.333333333
69670,1.666666667
69671,0
69672,0
69673,0
69674,8.333333333
69675,0.333333333
69676,3.666666667
69677,0.333333333
69678,3.333333333
69679,0
69680,4
69681,0.333333333
69682,0.666666667
69683,2.333333333
69684,14.66666667
69685,2.666666667
69686,1
69687,2
69688,0.333333333
69689,0.333333333
69690,0
69691,0
69692,10
69693,0.666666667
69694,1.666666667
69695,0.333333333
69696,5.333333333
69697,0.666666667
69698,2
69699,9
69700,0
69701,1.666666667
69702,3.333333333
69703,6.666666667
69704,1.333333333
69705,3
69706,5
69707,14.66666667
69708,2.333333333
69709,0
69710,0
69711,0
69712,0
69713,0
69714,1.333333333
69715,4.666666667
69716,6.333333333
69717,6.666666667
69718,2
69719,0.666666667
69720,22.33333333
69721,4.333333333
69722,0.666666667
69723,3
69724,0
69725,0.333333333
69726,2
69727,0.666666667
69728,0
69729,2
69730,7.666666667
69731,1
69732,0
69733,1.666666667
69734,0
69735,0
69736,1.333333333
69737,0
69738,5.666666667
69739,0.333333333
69740,4.666666667
69741,0
69742,0
69743,0
69744,0
69745,0
69746,0
69747,9
69748,2
69749,5.666666667
69750,0
69751,1.666666667
69752,1
69753,0
69754,4.333333333
69755,0
69756,0.333333333
69757,0
69758,4.666666667
69759,10
69760,0
69761,0
69762,0
69763,9
69764,1.333333333
69765,0.666666667
69766,2
69767,6.666666667
69768,1.333333333
69769,3.666666667
69770,1
69771,2.666666667
69772,0.666666667
69773,4.333333333
69774,0
69775,0.666666667
69776,4.333333333
69777,2.333333333
69778,2
69779,5.333333333
69780,1.333333333
69781,0
69782,0
69783,0
69784,4
69785,0
69786,1
69787,0
69788,0
69789,1.666666667
69790,0
69791,18
69792,33
69793,2.666666667
69794,4.333333333
69795,3.333333333
69796,0.666666667
69797,0.666666667
69798,0
69799,0.333333333
69800,15
69801,12
69802,8.666666667
69803,0
69804,12.66666667
69805,2.666666667
69806,0
69807,5
69808,1.666666667
69809,9.333333333
69810,2
69811,2.333333333
69812,2.333333333
69813,6
69814,1.666666667
69815,1.666666667
69816,1
69817,1
69818,0.333333333
69819,3
69820,2
69821,1.333333333
69822,2.333333333
69823,0
69824,0
69825,5.666666667
69826,2.333333333
69827,0.666666667
69828,1.333333333
69829,0
69830,11.33333333
69831,0
69832,3.666666667
69833,1.333333333
69834,4
69835,1.333333333
69836,0
69837,0
69838,22
69839,1.666666667
69840,3.333333333
69841,1.333333333
69842,0.333333333
69843,3
69844,0
69845,0.333333333
69846,8.333333333
69847,2.666666667
69848,0
69849,0.333333333
69850,5
69851,0.666666667
69852,0
69853,2.333333333
69854,0.333333333
69855,1
69856,0
69857,1
69858,1.333333333
69859,5
69860,3.666666667
69861,1
69862,0
69863,5.666666667
69864,0
69865,0
69866,2
69867,1.666666667
69868,2.333333333
69869,2.333333333
69870,1.666666667
69871,23.66666667
69872,0
69873,4.666666667
69874,1.333333333
69875,3
69876,3
69877,3.666666667
69878,5.666666667
69879,2
69880,16.66666667
69881,3
69882,0.666666667
69883,1.333333333
69884,14
69885,5.666666667
69886,0
69887,3.333333333
69888,4.333333333
69889,1
69890,8.333333333
69891,18.33333333
69892,3.333333333
69893,0
69894,0
69895,0
69896,0.666666667
69897,2
69898,5.333333333
69899,1.333333333
69900,2.333333333
69901,5.666666667
69902,0
69903,5.333333333
69904,4.333333333
69905,6.666666667
69906,0
69907,1.666666667
69908,0
69909,0.666666667
69910,0
69911,1
69912,0.333333333
69913,0
69914,1
69915,0
69916,1.333333333
69917,0
69918,0.333333333
69919,1.333333333
69920,1.333333333
69921,0
69922,0
69923,1
69924,0.666666667
69925,0
69926,3
69927,1.333333333
69928,1
69929,3.666666667
69930,1.333333333
69931,2.333333333
69932,5.333333333
69933,1.666666667
69934,4.666666667
69935,5.666666667
69936,3.333333333
69937,0.666666667
69938,0.333333333
69939,3.333333333
69940,0
69941,0
69942,0
69943,0
69944,6.666666667
69945,6
69946,0
69947,0
69948,1
69949,1.333333333
69950,6.666666667
69951,0
69952,0
69953,0
69954,1.333333333
69955,0
69956,4.333333333
69957,0
69958,0
69959,1.666666667
69960,0.666666667
69961,0
69962,0.333333333
69963,0
69964,3.333333333
69965,1.666666667
69966,8.666666667
69967,0
69968,9
69969,7
69970,1.666666667
69971,0
69972,3.333333333
69973,1
69974,9.666666667
69975,1
69976,1.666666667
69977,0
69978,0
69979,0.666666667
69980,9.333333333
69981,0
69982,3.666666667
69983,2
69984,0
69985,1.666666667
69986,1.666666667
69987,0
69988,0
69989,0
69990,1.333333333
69991,10.66666667
69992,0
69993,1
69994,4
69995,2
69996,4.333333333
69997,4.666666667
69998,0.666666667
69999,0
70000,7.666666667
70001,1
70002,1.333333333
70003,0
70004,0
70005,1.666666667
70006,0
70007,0
70008,0
70009,10
70010,1.333333333
70011,0
70012,3
70013,6.333333333
70014,0.333333333
70015,0.666666667
70016,0.333333333
70017,3.333333333
70018,0
70019,1.666666667
70020,1.666666667
70021,5.666666667
70022,0.666666667
70023,1.333333333
70024,1
70025,0
70026,5
70027,2
70028,10
70029,2
70030,0
70031,5.333333333
70032,0
70033,3.333333333
70034,8.666666667
70035,4.333333333
70036,0
70037,0
70038,11.33333333
70039,1
70040,3.666666667
70041,0
70042,6
70043,3
70044,5.666666667
70045,0
70046,0
70047,18.33333333
70048,0
70049,0.333333333
70050,0.666666667
70051,6.333333333
70052,0
70053,1.666666667
70054,10.66666667
70055,4.666666667
70056,0
70057,0
70058,0
70059,0
70060,0
70061,6.666666667
70062,4.333333333
70063,0
70064,0.333333333
70065,0
70066,1.333333333
70067,2.666666667
70068,0
70069,6.333333333
70070,2.333333333
70071,0
70072,5
70073,1
70074,0
70075,0
70076,6
70077,0
70078,2.666666667
70079,4.333333333
70080,2.666666667
70081,6
70082,0.666666667
70083,0.666666667
70084,0
70085,8.333333333
70086,0.333333333
70087,0.333333333
70088,4
70089,0
70090,0
70091,1.666666667
70092,8
70093,0.666666667
70094,0
70095,0
70096,2.666666667
70097,1.333333333
70098,0.333333333
70099,4.333333333
70100,5
70101,0
70102,0
70103,0
70104,7.333333333
70105,21
70106,1.666666667
70107,0
70108,4.666666667
70109,0
70110,1.666666667
70111,3.666666667
70112,2
70113,0
70114,1
70115,11.66666667
70116,4
70117,6.333333333
70118,1.666666667
70119,8
70120,5
70121,2.666666667
70122,4.333333333
70123,1
70124,1.666666667
70125,0
70126,1.333333333
70127,0
70128,0
70129,0
70130,0.666666667
70131,1
70132,4
70133,1.666666667
70134,0
70135,3
70136,0.333333333
70137,4.333333333
70138,0
70139,0
70140,0
70141,1.333333333
70142,0.333333333
70143,19
70144,2.666666667
70145,2.333333333
70146,1.333333333
70147,0
70148,1.333333333
70149,0
70150,5
70151,1.333333333
70152,5.333333333
70153,1.333333333
70154,7.333333333
70155,0
70156,3
70157,1
70158,0
70159,0
70160,0
70161,0.666666667
70162,4.333333333
70163,5.333333333
70164,5
70165,0
70166,1.333333333
70167,3
70168,6.666666667
70169,0
70170,5
70171,1.666666667
70172,10.66666667
70173,2.666666667
70174,13.66666667
70175,1.666666667
70176,0.333333333
70177,2.666666667
70178,1.666666667
70179,5
70180,1.333333333
70181,1.666666667
70182,2.666666667
70183,0.333333333
70184,0
70185,0
70186,0.666666667
70187,0
70188,1.333333333
70189,0
70190,0
70191,0
70192,1.333333333
70193,1.666666667
70194,0.666666667
70195,3
70196,1.666666667
70197,2
70198,1
70199,0
70200,2
70201,5
70202,4.333333333
70203,1
70204,0
70205,1.333333333
70206,1
70207,0
70208,0.666666667
70209,1.666666667
70210,0
70211,2
70212,2.666666667
70213,8
70214,0
70215,2.666666667
70216,2
70217,2.333333333
70218,2.333333333
70219,19.66666667
70220,0.333333333
70221,0
70222,6
70223,0.333333333
70224,8.666666667
70225,1.333333333
70226,7.666666667
70227,0
70228,1.666666667
70229,2
70230,2.333333333
70231,4.333333333
70232,0
70233,0.666666667
70234,2
70235,1.666666667
70236,0
70237,6
70238,2.333333333
70239,3.333333333
70240,0.666666667
70241,8.666666667
70242,2
70243,4
70244,0
70245,7
70246,0.333333333
70247,0
70248,4.333333333
70249,1.666666667
70250,0
70251,0
70252,0
70253,0
70254,6.666666667
70255,9.333333333
70256,0.666666667
70257,12.33333333
70258,1.333333333
70259,0
70260,0
70261,1.333333333
70262,0
70263,1.333333333
70264,2
70265,0.333333333
70266,3
70267,0.666666667
70268,5.666666667
70269,6.666666667
70270,1.666666667
70271,0.666666667
70272,2.666666667
70273,0
70274,1.666666667
70275,3
70276,0
70277,7.333333333
70278,2.333333333
70279,1
70280,0.333333333
70281,1.666666667
70282,3
70283,8.333333333
70284,2.333333333
70285,0.666666667
70286,0
70287,0
70288,4
70289,2.333333333
70290,0.666666667
70291,1.333333333
70292,2.666666667
70293,2
70294,0.333333333
70295,4.333333333
70296,0
70297,2.333333333
70298,3.333333333
70299,1
70300,0
70301,4.666666667
70302,0
70303,3
70304,0.666666667
70305,0.333333333
70306,4
70307,1
70308,4.333333333
70309,7
70310,1
70311,1.333333333
70312,2.333333333
70313,1.333333333
70314,0.666666667
70315,0.333333333
70316,6
70317,4.333333333
70318,2.666666667
70319,2
70320,8.666666667
70321,22.33333333
70322,0
70323,0.333333333
70324,0
70325,0.333333333
70326,2
70327,6.666666667
70328,0
70329,2.333333333
70330,3.666666667
70331,1.333333333
70332,1.333333333
70333,1
70334,4
70335,9.666666667
70336,0
70337,0.666666667
70338,0.333333333
70339,3.666666667
70340,3
70341,2
70342,2
70343,0
70344,0.666666667
70345,0
70346,1
70347,3.333333333
70348,0
70349,0
70350,0
70351,8
70352,1.666666667
70353,1
70354,0.666666667
70355,12.66666667
70356,0.333333333
70357,7.333333333
70358,2
70359,0
70360,7.666666667
70361,1
70362,3
70363,2.333333333
70364,1
70365,3
70366,5.333333333
70367,3.333333333
70368,0
70369,2
70370,0.333333333
70371,0
70372,0
70373,0.333333333
70374,1
70375,0
70376,1.333333333
70377,1.333333333
70378,1.666666667
70379,0
70380,4
70381,2
70382,0.666666667
70383,0.666666667
70384,6.333333333
70385,0
70386,1.333333333
70387,9.333333333
70388,5.333333333
70389,3.333333333
70390,3
70391,2.666666667
70392,0
70393,0
70394,0.333333333
70395,8.666666667
70396,11
70397,0.333333333
70398,2.333333333
70399,0.666666667
70400,0
70401,1.333333333
70402,2.666666667
70403,0
70404,0
70405,0.666666667
70406,2.666666667
70407,5.333333333
70408,6.666666667
70409,1.666666667
70410,2.333333333
70411,3.666666667
70412,0
70413,2.333333333
70414,0.666666667
70415,0
70416,2
70417,0
70418,2.666666667
70419,5
70420,6
70421,0
70422,1
70423,2.333333333
70424,16
70425,0
70426,8.666666667
70427,1.333333333
70428,3.333333333
70429,1
70430,0
70431,0
70432,3
70433,1
70434,6.666666667
70435,0
70436,1
70437,0
70438,2.666666667
70439,10.33333333
70440,0
70441,0
70442,0
70443,0.666666667
70444,1.666666667
70445,0.333333333
70446,2
70447,0
70448,8.333333333
70449,8.333333333
70450,9.333333333
70451,1.666666667
70452,3.666666667
70453,3.666666667
70454,1.333333333
70455,5
70456,0
70457,0
70458,1.666666667
70459,2
70460,0
70461,22.66666667
70462,3.666666667
70463,2
70464,5
70465,3.666666667
70466,2.666666667
70467,2.333333333
70468,5.666666667
70469,0
70470,2.666666667
70471,0
70472,0.333333333
70473,0
70474,0
70475,2.333333333
70476,3
70477,2.333333333
70478,62
70479,4.666666667
70480,0
70481,0
70482,3
70483,1.666666667
70484,0.333333333
70485,3
70486,3.666666667
70487,0
70488,3.333333333
70489,8
70490,0.666666667
70491,0.666666667
70492,0
70493,0
70494,0.666666667
70495,4.666666667
70496,0
70497,1
70498,1
70499,0.666666667
70500,0
70501,0
70502,3.666666667
70503,0.333333333
70504,0.666666667
70505,3.333333333
70506,0
70507,3.666666667
70508,4
70509,3
70510,6.666666667
70511,0
70512,2.666666667
70513,0
70514,2
70515,1
70516,4
70517,1.666666667
70518,0
70519,8.666666667
70520,0.333333333
70521,0
70522,0
70523,0.666666667
70524,1
70525,2.333333333
70526,0
70527,0
70528,1.666666667
70529,20
70530,5.333333333
70531,0.333333333
70532,0
70533,9
70534,0.666666667
70535,0.333333333
70536,0.666666667
70537,1
70538,1.666666667
70539,8
70540,2.666666667
70541,0
70542,3
70543,1
70544,5.333333333
70545,0
70546,5.333333333
70547,0
70548,6
70549,20
70550,1.666666667
70551,1.333333333
70552,2.333333333
70553,0
70554,0.333333333
70555,4.333333333
70556,11
70557,2.666666667
70558,2.333333333
70559,2.333333333
70560,20.33333333
70561,3
70562,9.333333333
70563,1.333333333
70564,3.333333333
70565,1
70566,2
70567,3.666666667
70568,3.333333333
70569,0
70570,0
70571,1.666666667
70572,8.666666667
70573,0
70574,0
70575,0
70576,3.333333333
70577,1
70578,0
70579,0.333333333
70580,0
70581,0.333333333
70582,1
70583,3
70584,6
70585,3.333333333
70586,0
70587,0.666666667
70588,12
70589,5.333333333
70590,2
70591,1.666666667
70592,4.333333333
70593,4.333333333
70594,1.333333333
70595,7.333333333
70596,0
70597,0.333333333
70598,12
