,order_ability
66946,2.404487153
66947,2.350510462
66948,2.449799089
66949,2.282388626
66950,2.531406663
66951,2.106939498
66952,2.898110119
66953,2.781761963
66954,3.292854825
66955,2.204334183
66956,2.647689787
66957,1.5274754
66958,1.704544703
66959,4.14071133
66960,2.313649914
66961,3.679115853
66962,2.179653576
66963,
66964,2.800240169
66965,1.686721056
66966,2.331972112
66967,
66968,
66969,2.835908078
66970,3.378868652
66971,2.128504578
66972,2.415773811
66973,3.974635869
66974,3.063102556
66975,2.256164758
66976,2.772913022
66977,1.986978701
66978,3.497388811
66979,2.014090541
66980,3.763430228
66981,3.455045757
66982,
66983,2.575413576
66984,
66985,1.533516461
66986,2.629168379
66987,
66988,2.888450537
66989,1.974635869
66990,2.289665936
66991,2.317275717
66992,2.98547276
66993,2.512177642
66994,1.712851292
66995,2.978739174
66996,2.388164161
66997,3.292029674
66998,4.014531813
66999,2.921701687
67000,3.057722676
67001,3.765739982
67002,2.996288912
67003,3.721928591
67004,3.234025336
67005,1.990060379
67006,2.44739825
67007,3.639738513
67008,2.902941783
67009,3.126203185
67010,
67011,2.519678038
67012,0.664571494
67013,3.135745057
67014,
67015,2.442371172
67016,
67017,2.81164396
67018,2.232421131
67019,3.243601002
67020,
67021,
67022,3.070415071
67023,3.564332773
67024,4.113282753
67025,2.062645416
67026,3.021619506
67027,2.189493812
67028,2.7009664
67029,2.210237613
67030,2.545796248
67031,2.619181288
67032,2.040724381
67033,3.945715703
67034,
67035,2.574320777
67036,2.719556939
67037,3.288915207
67038,3.130589976
67039,2.866920117
67040,2.872205143
67041,
67042,5.316398874
67043,2.891115324
67044,
67045,3.181644124
67046,2.323452156
67047,2.638105262
67048,2.374821626
67049,2.60981967
67050,2.494188828
67051,2.762761282
67052,2.698646222
67053,2.529013982
67054,2.015954368
67055,
67056,
67057,2.697667176
67058,2.530343948
67059,3.159697603
67060,
67061,2.218527652
67062,2.680489468
67063,3.595601506
67064,2.969077633
67065,2.383547479
67066,
67067,2.41120337
67068,2.348888355
67069,
67070,2.55899756
67071,2.127367324
67072,2.417980744
67073,
67074,2.754414873
67075,2.355987042
67076,3.663028103
67077,2.233721319
67078,2.934408048
67079,3.299366138
67080,3.616121018
67081,3.771501609
67082,2.008623429
67083,2.519962957
67084,2.376308038
67085,3.004356856
67086,2.303300111
67087,2.531991869
67088,1.805434753
67089,2.391063081
67090,3.140498404
67091,3.266497992
67092,3.049426399
67093,2.279386494
67094,2.866920117
67095,2.208998639
67096,5.292029674
67097,9.267090823
67098,2.183085449
67099,3.257593245
67100,3.582843427
67101,2.321291332
67102,2.412222926
67103,2.523830653
67104,2.064894321
67105,3.76384894
67106,3.272789116
67107,1.746075703
67108,2.534336754
67109,2.056007057
67110,2.920572661
67111,3.307082769
67112,2.914898329
67113,2.63118041
67114,2.936874951
67115,2.857608847
67116,3.019571222
67117,2.782162694
67118,2.39505048
67119,3.2015727
67120,2.869054615
67121,2.430519403
67122,2.255055294
67123,2.109077715
67124,2.693405184
67125,3.458539473
67126,2.506330173
67127,
67128,3.40674573
67129,5.394869577
67130,3.149802129
67131,
67132,3.92116816
67133,2.305846861
67134,2.402601444
67135,2.113282753
67136,3.269780698
67137,2.754441636
67138,2.673989208
67139,3.348418531
67140,2.191369857
67141,2.235918038
67142,3.592550883
67143,2.273677428
67144,3.42333083
67145,2.0016653
67146,2.974128711
67147,2.096845941
67148,2.474104049
67149,2.777575747
67150,2.379774475
67151,2.638513909
67152,2.822523687
67153,3.318503071
67154,2.372400298
67155,3.06971292
67156,3.006156899
67157,2.911349622
67158,2.722910383
67159,1.487832381
67160,2.861353116
67161,2.795775162
67162,2.296034888
67163,3.024369199
67164,2.71448875
67165,2.566533277
67166,2.123320325
67167,3.287618278
67168,2.477530455
67169,2.24571642
67170,2.503258261
67171,2.02560807
67172,2.64319854
67173,2.398779555
67174,4.455045757
67175,2.472457143
67176,2.217059235
67177,3.45401153
67178,2.285921293
67179,2.202580984
67180,2.154968077
67181,2.512088995
67182,2.889503907
67183,2.703071565
67184,2.729857869
67185,2.514509922
67186,2.490445384
67187,2.484162808
67188,
67189,3.38645795
67190,1.960972817
67191,
67192,2.861353116
67193,2.311395273
67194,2.363878039
67195,2.163788357
67196,2.673425793
67197,4.205501287
67198,2.216478784
67199,
67200,2.41812391
67201,2.482908204
67202,2.577986568
67203,4.584059348
67204,2.83625511
67205,3.194686449
67206,3.861353116
67207,2.294073952
67208,2.081412437
67209,2.891360044
67210,1.852638211
67211,2.92896404
67212,2.32382383
67213,2.866920117
67214,3.003844782
67215,3.419956363
67216,2.978242381
67217,2.744096781
67218,4.282761673
67219,2.296531136
67220,2.508481545
67221,1.93351142
67222,2.669502847
67223,
67224,2.186778279
67225,2.233067053
67226,3.749247973
67227,2.445994947
67228,2.197462697
67229,2.971348533
67230,
67231,3.096611317
67232,2.705869176
67233,2.978440735
67234,2.384517064
67235,2.636790002
67236,2.395717848
67237,3.423094723
67238,2.707014639
67239,1.756697847
67240,2.61952065
67241,2.198541945
67242,2.650389
67243,2.244873068
67244,4.220824653
67245,2.412209207
67246,2.572256498
67247,2.957197163
67248,3.119855817
67249,2.552885322
67250,3.670071607
67251,2.449650101
67252,
67253,2.432606107
67254,1.946614201
67255,3.155795769
67256,2.044756055
67257,2.998378642
67258,3.389927943
67259,1.723540976
67260,2.699786123
67261,3.096488894
67262,
67263,2.647456987
67264,3.039339089
67265,3.39335778
67266,2.308893788
67267,2.697076901
67268,2.430652947
67269,2.353487508
67270,1.888702345
67271,2.235463831
67272,2.650858906
67273,2.302036475
67274,2.358478869
67275,2.410674489
67276,2.000992549
67277,2.699533901
67278,3.096153503
67279,2.338245302
67280,2.898131663
67281,2.649919682
67282,3.176158268
67283,
67284,
67285,4.285157121
67286,
67287,2.265354478
67288,1.727522878
67289,2.877008593
67290,3.033407562
67291,2.41087784
67292,2.844792473
67293,4.690508812
67294,3.15726322
67295,2.955138937
67296,
67297,2.397252563
67298,3.143890825
67299,3.174925889
67300,
67301,3.049700865
67302,3.540689204
67303,2.439302557
67304,2.605140291
67305,2.741936123
67306,3.211622697
67307,2.871186931
67308,2.226434489
67309,2.376161306
67310,3.899808414
67311,2.697270189
67312,3.707998641
67313,2.864038391
67314,1.162830649
67315,1.881900291
67316,2.998908478
67317,2.42815738
67318,2.095413539
67319,3.161314258
67320,2.01073686
67321,
67322,2.725946743
67323,3.522895092
67324,2.292029674
67325,2.990898968
67326,2.979314708
67327,2.378469518
67328,2.841116986
67329,2.202656214
67330,2.158649053
67331,3.511110363
67332,2.722554763
67333,3.062130506
67334,
67335,2.541228052
67336,3.37693449
67337,2.633134069
67338,2.377213649
67339,3.37247702
67340,2.639738513
67341,2.809327528
67342,2.160050728
67343,2.777550548
67344,1.760740096
67345,
67346,2.558969122
67347,2.952297998
67348,1.857525581
67349,2.950444406
67350,2.325606936
67351,2.51587158
67352,2.410792185
67353,3.137397362
67354,1.538759825
67355,2.412804264
67356,3.182983094
67357,3.065961038
67358,
67359,
67360,
67361,2.282595553
67362,2.520116433
67363,2.90304213
67364,
67365,
67366,2.442371172
67367,3.078810615
67368,2.56673288
67369,3.262441857
67370,1.963047438
67371,3.209320691
67372,2.375682789
67373,2.327968764
67374,2.417994493
67375,2.739820932
67376,2.922946974
67377,2.702409963
67378,2.54041075
67379,1.884103212
67380,3.296147803
67381,2.277168558
67382,3.65275736
67383,2.908469175
67384,0.959556331
67385,2.431512831
67386,2.340519226
67387,2.952304433
67388,2.311017845
67389,2.384927996
67390,
67391,2.339005019
67392,5.518595179
67393,2.436859046
67394,2.385923656
67395,2.717043807
67396,2.546376546
67397,3.392231208
67398,2.90230409
67399,2.175300381
67400,3.584101747
67401,1.834288114
67402,2.128847915
67403,3.024369199
67404,2.375382389
67405,2.887228781
67406,
67407,2.905474282
67408,2.207858134
67409,3.215510845
67410,2.812040847
67411,
67412,2.726950235
67413,2.85636756
67414,2.814332485
67415,3.605254113
67416,2.251619216
67417,1.861353116
67418,2.378868652
67419,2.693348068
67420,3.03564691
67421,3.296511041
67422,3.100618188
67423,3.29000859
67424,
67425,
67426,2.249066794
67427,3.255556364
67428,3.215622807
67429,2.419312616
67430,2.603720737
67431,2.866943464
67432,2.979876952
67433,2.639313634
67434,2.722706232
67435,3.384685493
67436,1.545401097
67437,2.630211643
67438,3.185452751
67439,2.500062866
67440,2.399022015
67441,2.129752489
67442,3.875092038
67443,1.926667721
67444,1.931326067
67445,4.334068356
67446,3.228576803
67447,2.358893587
67448,3.206682313
67449,2.316061149
67450,2.193182702
67451,2.668767546
67452,2.095151378
67453,3.338138941
67454,2.760434324
67455,2.592144499
67456,2.523832653
67457,2.53448944
67458,2.614627585
67459,1.458222298
67460,3.501091629
67461,3.543959311
67462,
67463,2.29758601
67464,5.394869577
67465,3.25812195
67466,1.972041565
67467,2.896475386
67468,3.435868125
67469,2.69173761
67470,3.387562902
67471,
67472,2.619180686
67473,2.75087718
67474,2.963482392
67475,
67476,2.396242858
67477,2.652166982
67478,4.273744526
67479,2.203942549
67480,2.233091715
67481,2.667119678
67482,2.430676558
67483,3.074827898
67484,2.580756768
67485,2.522895092
67486,2.213973305
67487,3.292029674
67488,
67489,2.378322059
67490,2.660744053
67491,2.452086576
67492,2.406514738
67493,2.695969993
67494,2.434362182
67495,2.859048459
67496,2.097661485
67497,2.433300153
67498,2.42168659
67499,2.89566408
67500,2.908446672
67501,2.691179459
67502,2.622959118
67503,3.225642008
67504,4.722706232
67505,2.774982272
67506,3.040536802
67507,2.866920117
67508,2.210358614
67509,1.923124376
67510,
67511,2.764133009
67512,2.728895964
67513,2.438101003
67514,3.076156628
67515,3.230292168
67516,2.939323842
67517,2.260420781
67518,2.861353116
67519,1.780257882
67520,2.615571965
67521,2.383037226
67522,3.07328919
67523,2.418059201
67524,2.881317203
67525,2.947459775
67526,2.593396107
67527,3.242157504
67528,2.898357274
67529,2.889032204
67530,4.362782126
67531,1.649106081
67532,2.132452466
67533,2.726117588
67534,2.117090604
67535,1.888702345
67536,2.592354742
67537,3.236761655
67538,2.916258783
67539,2.392391592
67540,3.20026734
67541,2.338504358
67542,3.6811114
67543,3.206745809
67544,1.892375369
67545,3.847081257
67546,2.515089876
67547,2.774890684
67548,2.5817438
67549,2.19302355
67550,
67551,2.672804163
67552,2.890935667
67553,2.528623415
67554,2.561219766
67555,2.943552436
67556,1.951059368
67557,2.6218485
67558,2.657598997
67559,2.620957428
67560,4.621727544
67561,2.201260047
67562,1.878836378
67563,3.770777527
67564,1.484221771
67565,2.348292736
67566,2.625467352
67567,
67568,2.749657739
67569,3.268764992
67570,3.42376908
67571,2.734174726
67572,2.816219913
67573,3.117806304
67574,2.457558943
67575,2.5144912
67576,2.053945508
67577,2.402558013
67578,3.072626237
67579,2.527983304
67580,3.376161306
67581,2.127017792
67582,2.305133971
67583,2.621495242
67584,2.457249
67585,2.593423823
67586,2.368857529
67587,2.949719916
67588,3.197450543
67589,2.006370838
67590,2.829654868
67591,2.917994493
67592,2.084671256
67593,2.275797721
67594,2.476165476
67595,3.399412153
67596,2.83315292
67597,3.199662186
67598,2.506973609
67599,2.861353116
67600,2.404323279
67601,2.193648084
67602,2.028014335
67603,3.803464937
67604,2.144983619
67605,
67606,
67607,2.983713891
67608,3.001902902
67609,3.891000777
67610,
67611,3.520748855
67612,2.599051309
67613,2.132452466
67614,
67615,2.866304018
67616,2.704175583
67617,3.099159072
67618,2.855076792
67619,2.168257501
67620,
67621,2.241353573
67622,3.387750562
67623,2.114922
67624,2.131648669
67625,2.418521452
67626,
67627,2.93206524
67628,3.59236599
67629,
67630,2.277947795
67631,2.279332247
67632,2.220660037
67633,2.344956173
67634,3.018149653
67635,
67636,3.128620175
67637,2.715598214
67638,
67639,2.00018337
67640,2.847372896
67641,3.664718611
67642,
67643,2.629127197
67644,2.791514409
67645,2.024499218
67646,2.542233527
67647,2.787639323
67648,3.665948201
67649,5.316398874
67650,3.722706232
67651,5.394869577
67652,3.039176033
67653,2.571691835
67654,2.417840288
67655,2.966677485
67656,3.89571945
67657,2.064473878
67658,2.557733678
67659,
67660,
67661,2.596062396
67662,3.56964771
67663,3.323048371
67664,1.955733211
67665,2.876751551
67666,2.75929759
67667,2.240832306
67668,2.660860107
67669,3.271979656
67670,1.826203981
67671,3.043448102
67672,2.12673571
67673,3.021970211
67674,3.045181802
67675,2.27826012
67676,0
67677,2.528409604
67678,3.85852678
67679,1.87204819
67680,3.076641253
67681,1.936941732
67682,
67683,2.421633803
67684,2.709204239
67685,2.392687093
67686,2.53979051
67687,2.707970479
67688,2.519506151
67689,2.19529598
67690,2.411840709
67691,3.430676558
67692,2.6594697
67693,2.478160166
67694,2.7384527
67695,3.694219808
67696,2.65386681
67697,3.032636682
67698,2.450658936
67699,2.809500805
67700,2.452591824
67701,2.23996231
67702,
67703,3.135682501
67704,2.221598212
67705,2.516801189
67706,2.392360799
67707,2.203516786
67708,3.256230488
67709,3.535822426
67710,2.641824321
67711,
67712,1.30717142
67713,1.837695053
67714,2.329919593
67715,1.646014837
67716,2.894873901
67717,3.974635869
67718,2.222549364
67719,2.701347202
67720,4.80954521
67721,3.126247512
67722,3.03048957
67723,2.810768978
67724,3.388695233
67725,4.951210382
67726,3.336910776
67727,3.019571222
67728,3.933152009
67729,2.873655683
67730,2.87789584
67731,4.070415071
67732,2.646014837
67733,3.457130463
67734,2.588778273
67735,2.852828137
67736,3.348418531
67737,2.815391782
67738,2.520443432
67739,2.46591874
67740,2.528332176
67741,3.4526514
67742,4.035169998
67743,3.03704406
67744,
67745,3.05712004
67746,3.152197492
67747,2.145364715
67748,2.52509203
67749,2.490280399
67750,
67751,2.668371496
67752,
67753,2.953670735
67754,2.789370618
67755,2.470070974
67756,2.576161063
67757,2.624203529
67758,3.161075923
67759,
67760,2.688035835
67761,2.950840523
67762,4.070415071
67763,1.925318015
67764,2.705764689
67765,3.21781373
67766,3.141693782
67767,3.075913754
67768,3.144260349
67769,3.248776448
67770,2.361168447
67771,2.335131754
67772,2.968605968
67773,2.501091629
67774,2.524740682
67775,2.17484598
67776,2.898865108
67777,3.592418088
67778,3.187385282
67779,2.093448343
67780,2.459649465
67781,2.665554305
67782,2.145804128
67783,2.656579101
67784,2.825533184
67785,2.090418385
67786,2.831238732
67787,
67788,2.886285949
67789,1.682046972
67790,2.159411107
67791,
67792,2.755102401
67793,2.99810184
67794,2.782760061
67795,2.662571069
67796,2.153898268
67797,2.357978719
67798,2.207297507
67799,2.559936815
67800,2.206720741
67801,2.227055098
67802,
67803,2.152258229
67804,2.407193527
67805,
67806,2.330109254
67807,2.543959311
67808,2.686433066
67809,2.510520969
67810,1.911011607
67811,2.633159562
67812,2.604538327
67813,2.134551107
67814,2.337722064
67815,2.602694903
67816,2.126402803
67817,
67818,3.732952757
67819,2.694160849
67820,3.094589783
67821,2.208067178
67822,
67823,3.096954202
67824,2.345470262
67825,4.670681977
67826,3.393048913
67827,2.86506445
67828,
67829,2.393153833
67830,2.607781105
67831,3.564426001
67832,2.472678669
67833,
67834,2.015764198
67835,2.110860483
67836,3.72748611
67837,
67838,2.359028263
67839,3.019571222
67840,2.178412511
67841,2.329293417
67842,2.012966826
67843,2.406706797
67844,2.696674558
67845,2.729657224
67846,2.66468739
67847,2.35831716
67848,2.345627033
67849,
67850,1.702656213
67851,2.689198669
67852,3.501002156
67853,2.722943524
67854,2.588151362
67855,3.035722542
67856,2.670250502
67857,4.177405118
67858,2.430676558
67859,
67860,1.979817608
67861,2.273851404
67862,2.2067924
67863,2.74115152
67864,
67865,2.420683284
67866,
67867,2.052315078
67868,1.54000882
67869,2.120117638
67870,2.439867926
67871,2.511376154
67872,1.891200973
67873,2.425534624
67874,2.67416887
67875,3.889499135
67876,2.517707967
67877,2.647676186
67878,3.753482275
67879,3.125142326
67880,2.189908923
67881,2.441761122
67882,2.047584285
67883,4.657242063
67884,2.861353116
67885,3.38519506
67886,3.050443577
67887,2.643130075
67888,2.333903335
67889,2.603300297
67890,2.528039907
67891,2.769638846
67892,3.052043488
67893,2.795647434
67894,2.478624963
67895,
67896,2.866920117
67897,3.043385099
67898,2.861353116
67899,2.494469873
67900,3.072126736
67901,2.460991592
67902,2.056102258
67903,2.267725689
67904,2.556424503
67905,2.443577329
67906,2.636696114
67907,2.588646043
67908,3.279954476
67909,
67910,3.113282753
67911,
67912,3.170082118
67913,3.24154033
67914,3.46788444
67915,2.5326037
67916,3.275657282
67917,2.079249885
67918,2.731466458
67919,2.129810969
67920,3.720100905
67921,2.800541064
67922,2.247055391
67923,2.423050273
67924,2.479343071
67925,2.795888947
67926,
67927,2.325736905
67928,2.06504264
67929,2.441761122
67930,2.692206146
67931,2.180933854
67932,2.915425466
67933,2.742641621
67934,2.284057099
67935,
67936,3.401895883
67937,2.275889928
67938,3.065961038
67939,3.028672309
67940,3.180713138
67941,2.326939062
67942,
67943,2.198854063
67944,2.266516655
67945,1.801942564
67946,2.211516954
67947,2.634145678
67948,2.442980622
67949,3.060652061
67950,3.582114637
67951,3.351569991
67952,2.364239684
67953,2.933189963
67954,2.861353116
67955,2.630798288
67956,2.351942248
67957,1.866106264
67958,2.386367911
67959,3.430676558
67960,3.419352203
67961,2.179050189
67962,3.546765626
67963,2.655239211
67964,2.630440838
67965,2.649265963
67966,2.4796592
67967,3.749229843
67968,
67969,2.765541809
67970,2.294375852
67971,0.006182488
67972,2.577939356
67973,3.133897329
67974,2.465735999
67975,
67976,2.292029674
67977,3.167893364
67978,2.347064708
67979,0.934535831
67980,2.843853202
67981,2.684351622
67982,1.113282753
67983,2.969495938
67984,1.836302506
67985,2.725437379
67986,2.462963084
67987,2.345532238
67988,1.958732159
67989,2.326297845
67990,2.436999581
67991,3.674266003
67992,2.72949365
67993,2.548594545
67994,2.336108444
67995,2.993600626
67996,
67997,2.098417601
67998,2.960463642
67999,2.574260135
68000,
68001,4.733393637
68002,3.153837053
68003,
68004,2.463906356
68005,2.543959311
68006,2.806467338
68007,1.94769925
68008,3.649499347
68009,
68010,2.226649418
68011,2.274366111
68012,2.531633242
68013,2.800614835
68014,2.321085567
68015,3.450324683
68016,2.796279298
68017,2.193422423
68018,
68019,3.158148825
68020,2.151889185
68021,2.755389773
68022,2.012188679
68023,2.166549486
68024,3.103178855
68025,1.730673269
68026,2.772566127
68027,2.836004502
68028,2.661570471
68029,
68030,
68031,
68032,2.251076808
68033,1.801589428
68034,1.915899028
68035,3.011985216
68036,2.688475484
68037,
68038,3.609873446
68039,2.832053856
68040,2.981190713
68041,2.533846307
68042,3.472737849
68043,3.292029674
68044,2.950448639
68045,3.083574082
68046,
68047,1.972523367
68048,2.342715043
68049,3.9398406
68050,3.141990794
68051,3.130806667
68052,3.019459498
68053,2.507965088
68054,4.051489702
68055,2.550809492
68056,
68057,2.92441388
68058,3.430947371
68059,2.983909023
68060,
68061,2.4279618
68062,2.63942695
68063,
68064,2.595712763
68065,
68066,2.366696818
68067,
68068,
68069,3.835988985
68070,2.325837398
68071,
68072,2.542922889
68073,2.086661598
68074,2.332145372
68075,2.294979526
68076,2.954997763
68077,2.921312956
68078,2.59647432
68079,4.166104231
68080,2.219359656
68081,3.332035098
68082,2.415806482
68083,2.471848438
68084,1.889681498
68085,2.55627159
68086,3.497676633
68087,3.19997205
68088,2.220924091
68089,2.375573367
68090,3.211557533
68091,3.860109202
68092,2.328802674
68093,3.685113557
68094,2.553277278
68095,2.575067148
68096,2.453850023
68097,1.80646797
68098,2.648135954
68099,2.43008137
68100,2.974635869
68101,2.131648669
68102,
68103,2.54259356
68104,2.397226464
68105,2.623168693
68106,2.735354953
68107,3.037144472
68108,3.874730299
68109,2.933152009
68110,
68111,2.856724388
68112,2.149889139
68113,2.551238481
68114,3.805194653
68115,2.735400587
68116,2.412331312
68117,2.837909933
68118,1.002939391
68119,2.733681446
68120,2.172083875
68121,2.460954863
68122,1.436551303
68123,3.139150453
68124,2.952996763
68125,2.314852755
68126,2.392344438
68127,3.220098326
68128,3.7771288
68129,2.648008853
68130,2.05796529
68131,2.562599985
68132,2.361493186
68133,3.339848258
68134,2.127755601
68135,2.701865165
68136,
68137,2.251725675
68138,2.298349216
68139,1.981864423
68140,2.532429676
68141,2.017909933
68142,2.552698583
68143,2.995292069
68144,3.02212588
68145,3.641889853
68146,2.294110787
68147,2.275743853
68148,2.671710069
68149,2.833750175
68150,2.534411301
68151,2.395570598
68152,2.579211207
68153,2.855108491
68154,
68155,
68156,
68157,2.394828669
68158,4.10550911
68159,2.973313235
68160,2.468664776
68161,2.395407136
68162,2.683944744
68163,3.259978106
68164,3.226565505
68165,2.338004273
68166,0.006182488
68167,2.434839225
68168,2.177777472
68169,4.885722315
68170,2.612522414
68171,3.260301925
68172,2.268020086
68173,2.488224457
68174,2.182799127
68175,
68176,2.387971176
68177,2.890642771
68178,
68179,2.278793868
68180,3.226565505
68181,2.366992443
68182,2.296383483
68183,2.862716561
68184,2.811314113
68185,2.954641995
68186,3.080405503
68187,2.053425938
68188,2.675884742
68189,2.834486356
68190,2.600113171
68191,2.163964359
68192,2.38083063
68193,2.508109787
68194,2.469470453
68195,1.900747211
68196,
68197,2.58999196
68198,3.543959311
68199,2.440988328
68200,2.619519586
68201,
68202,1.976454025
68203,1.809287903
68204,2.579474896
68205,3.828491804
68206,
68207,2.498438091
68208,2.275211918
68209,2.50529358
68210,2.55614391
68211,1.660339916
68212,3.149487261
68213,4.750055461
68214,3.078700642
68215,2.574235411
68216,2.290873935
68217,3.734933168
68218,3.354296809
68219,2.71885285
68220,2.638730472
68221,2.131555948
68222,1.504160489
68223,
68224,2.30748445
68225,
68226,2.790099152
68227,3.055878269
68228,2.907520111
68229,3.087302653
68230,1.489896102
68231,
68232,4.407890595
68233,3.026518146
68234,4.36927029
68235,3.293043214
68236,3.060202826
68237,3.455851976
68238,2.702214858
68239,5.121512475
68240,3.070415071
68241,2.96626164
68242,4.430179092
68243,2.530229583
68244,3.208662458
68245,2.991755057
68246,1.981797393
68247,
68248,2.315607905
68249,
68250,2.597411775
68251,3.146101973
68252,3.112466628
68253,2.298057369
68254,
68255,2.556166558
68256,2.561376436
68257,2.313900952
68258,2.866304018
68259,2.650823292
68260,2.791899244
68261,2.679681364
68262,3.407102513
68263,2.232119107
68264,3.006652546
68265,2.68284113
68266,3.031510095
68267,2.998924633
68268,1.998616721
68269,2.162353601
68270,4.583670893
68271,3.495367068
68272,2.441761122
68273,2.276298836
68274,2.872254838
68275,1.701878573
68276,2.541996041
68277,
68278,2.831096483
68279,2.477323694
68280,2.363240378
68281,2.997477313
68282,2.890962889
68283,
68284,3.072153739
68285,3.113485366
68286,3.821584369
68287,3.221148999
68288,
68289,3.384743765
68290,4.004950902
68291,2.582303557
68292,2.935058486
68293,3.083049581
68294,2.58450804
68295,2.686685976
68296,3.448163752
68297,1.940429495
68298,
68299,1.799263923
68300,2.99610937
68301,3.151216396
68302,1.734274955
68303,2.785492038
68304,2.65480408
68305,2.822947266
68306,
68307,2.064987652
68308,2.671424717
68309,2.831573612
68310,3.293890889
68311,2.672821557
68312,2.567477558
68313,3.318506033
68314,1.768494314
68315,
68316,2.027684593
68317,2.831290415
68318,2.101088778
68319,2.306363812
68320,2.159804985
68321,2.782145185
68322,2.555511107
68323,2.23856888
68324,3.445412465
68325,2.753083605
68326,2.246779733
68327,2.568825976
68328,3.436549892
68329,2.866304018
68330,3.292029674
68331,2.890099475
68332,2.518789096
68333,2.483485351
68334,3.439545674
68335,2.88468603
68336,2.244745924
68337,3.295128608
68338,1.974237974
68339,2.761945085
68340,2.523132163
68341,
68342,2.49460605
68343,2.754259172
68344,2.404078854
68345,3.823048371
68346,3.137651952
68347,
68348,2.831435195
68349,2.486589155
68350,1.953165893
68351,
68352,5.464531971
68353,
68354,2.9295345
68355,2.264032129
68356,2.658839972
68357,2.590267776
68358,2.690203604
68359,3.357438566
68360,2.96461086
68361,3.398937023
68362,2.266238127
68363,2.866920117
68364,
68365,3.211371592
68366,2.994937043
68367,1.877613025
68368,3.91751777
68369,2.586215298
68370,2.592103084
68371,2.447137677
68372,3.914535024
68373,2.30811298
68374,2.604924437
68375,2.775685774
68376,2.346566043
68377,2.647224248
68378,3.643661927
68379,0.928291045
68380,2.54740067
68381,2.764699011
68382,3.203655413
68383,
68384,2.574792071
68385,2.781386555
68386,2.262730671
68387,3.66339215
68388,2.632574919
68389,2.181588192
68390,2.181743252
68391,3.717085027
68392,3.130665979
68393,2.367355727
68394,2.799685247
68395,2.01035114
68396,2.27101414
68397,2.600992132
68398,2.631460485
68399,3.292029674
68400,
68401,2.719264403
68402,2.587495163
68403,
68404,2.418556304
68405,2.53283218
68406,3.113282753
68407,
68408,2.207072616
68409,3.570436416
68410,3.113282753
68411,2.137993829
68412,3.133612413
68413,
68414,2.838681411
68415,
68416,2.788946585
68417,2.097300989
68418,2.639245237
68419,
68420,3.195732036
68421,3.078389205
68422,2.293314012
68423,3.216658213
68424,
68425,2.113570208
68426,3.151048405
68427,2.446186998
68428,4.338406643
68429,
68430,2.717467724
68431,2.866920117
68432,2.43475054
68433,1.928098238
68434,3.32480059
68435,
68436,2.737639843
68437,2.398161332
68438,2.137295341
68439,3.436880701
68440,2.468267574
68441,
68442,2.178220989
68443,1.981827086
68444,3.390865776
68445,2.281741402
68446,1.506005802
68447,4.722706232
68448,4.246270506
68449,4.099869703
68450,
68451,2.364727982
68452,2.830490896
68453,
68454,2.64847784
68455,1.943432033
68456,
68457,2.846912283
68458,3.02767036
68459,1.89166815
68460,2.452576054
68461,2.480855316
68462,3.013324038
68463,2.441663979
68464,2.141782828
68465,2.757534642
68466,2.280860049
68467,2.44781861
68468,2.399418064
68469,3.147445764
68470,2.833512635
68471,2.222376877
68472,2.530022718
68473,2.306171738
68474,3.716682329
68475,3.674266003
68476,3.747776047
68477,3.338996173
68478,
68479,2.209306867
68480,2.54624786
68481,2.111667444
68482,4.058439525
68483,2.159095806
68484,1.861353116
68485,2.776713318
68486,3.397607124
68487,3.132764416
68488,2.764647666
68489,1.888702345
68490,2.88435204
68491,2.866920117
68492,3.449359327
68493,2.513394539
68494,2.506943606
68495,
68496,2.971694218
68497,3.111990032
68498,2.153854308
68499,
68500,2.805202043
68501,3.292029674
68502,2.442237829
68503,3.520251423
68504,5.517645192
68505,2.653247337
68506,2.059104106
68507,1.816574396
68508,3.380524165
68509,2.160211684
68510,2.19874911
68511,1.648829642
68512,2.467858897
68513,
68514,3.579606513
68515,2.685650244
68516,2.477044192
68517,3.123232704
68518,
68519,3.644422013
68520,3.792029674
68521,2.486051416
68522,3.075950908
68523,3.366895398
68524,2.967936584
68525,2.297192716
68526,2.870433548
68527,2.926164744
68528,1.337268592
68529,2.851506088
68530,3.926251513
68531,3.9091717
68532,
68533,2.444116601
68534,2.368506446
68535,3.985156472
68536,2.174516956
68537,3.317803504
68538,2.542001201
68539,2.870666233
68540,1.992798246
68541,2.160313133
68542,2.480786059
68543,2.370323625
68544,2.735202571
68545,3.163215382
68546,2.246843632
68547,2.748755493
68548,2.368211358
68549,2.056068746
68550,2.415362047
68551,1.81196742
68552,2.676812309
68553,0.430676558
68554,3.021239105
68555,2.572018464
68556,2.676495115
68557,2.774927623
68558,2.991112697
68559,2.0876558
68560,3.042402077
68561,2.883718898
68562,3.987317935
68563,2.989923249
68564,2.393325407
68565,2.181871333
68566,2.291612901
68567,
68568,3.430676558
68569,2.500836547
68570,3.157002258
68571,3.189833884
68572,
68573,2.257043308
68574,2.191540293
68575,2.621104475
68576,3.482994728
68577,3.014863487
68578,2.519099502
68579,2.625521661
68580,2.448540699
68581,
68582,2.648098396
68583,3.11184345
68584,4.07959803
68585,2.769277067
68586,3.262434562
68587,
68588,3.311818723
68589,2.292029674
68590,2.501310665
68591,3.861353116
