,consumer_model
84640,0
84641,2.844196034
84642,inf
84643,0
84644,0
84645,0.10793702
84646,1.908282055
84647,0
84648,0
84649,0
84650,
84651,0
84652,5.127141959
84653,0
84654,0
84655,
84656,inf
84657,0
84658,0
84659,0
84660,0.108694806
84661,0
84662,2.484674069
84663,0.26539785
84664,0
84665,0.645343811
84666,1.678147534
84667,1.597450268
84668,1.403001601
84669,0
84670,0.20447923
84671,0
84672,0
84673,inf
84674,0
84675,0
84676,0
84677,inf
84678,0
84679,0.830277758
84680,0
84681,inf
84682,0.613334725
84683,0.862031673
84684,0
84685,0.284331783
84686,0
84687,
84688,0
84689,2.070683102
84690,0
84691,1.389860984
84692,0
84693,0
84694,0
84695,1.162144875
84696,0
84697,0
84698,0.15966441
84699,0
84700,2.311762486
84701,0.111227684
84702,
84703,0
84704,0
84705,
84706,5.010663117
84707,0
84708,0
84709,0.481498537
84710,17.49513865
84711,0
84712,0
84713,inf
84714,0
84715,1.731751319
84716,inf
84717,0
84718,0
84719,0.191480172
84720,0
84721,5.33811268
84722,0.134286016
84723,0
84724,inf
84725,0.395742471
84726,inf
84727,inf
84728,
84729,
84730,0
84731,0
84732,0
84733,inf
84734,0
84735,0
84736,0
84737,0
84738,0.378082334
84739,
84740,
84741,0
84742,0
84743,2.225415877
84744,0
84745,0
84746,0
84747,0
84748,0
84749,0
84750,0.646334345
84751,0
84752,0.951525994
84753,0
84754,0
84755,0
84756,0.127059172
84757,0
84758,2.101375925
84759,1.747669271
84760,1.419442879
84761,0
84762,0
84763,0
84764,0
84765,0
84766,
84767,0
84768,0
84769,0
84770,2.311520487
84771,1.286735698
84772,
84773,0
84774,0
84775,0
84776,
84777,
84778,0
84779,0
84780,0
84781,0.720619015
84782,0
84783,0
84784,0.763063569
84785,3.126138232
84786,0
84787,3.583948202
84788,0.189318596
84789,0
84790,0.237436026
84791,2.961735581
84792,1.642259217
84793,0
84794,0
84795,0.705773743
84796,0.691088162
84797,0
84798,0
84799,0
84800,0
84801,
84802,0
84803,0
84804,0
84805,1.16700861
84806,0
84807,0.664587578
84808,
84809,0
84810,0
84811,0
84812,0.334888017
84813,0
84814,inf
84815,0.211344562
84816,inf
84817,0.270649069
84818,0
84819,30.92514084
84820,0
84821,0
84822,4.83088315
84823,0.302309174
84824,0
84825,0
84826,0.134500326
84827,0
84828,0
84829,
84830,0
84831,0
84832,0.250366842
84833,0
84834,0
84835,0
84836,1.283477795
84837,0
84838,0
84839,1.069985785
84840,0.868669745
84841,0
84842,0.650110081
84843,13.1497668
84844,0
84845,0
84846,1.230659418
84847,0
84848,3.030000136
84849,0
84850,
84851,
84852,0
84853,0
84854,0
84855,0
84856,0.101540748
84857,0
84858,
84859,0
84860,0
84861,0
84862,10.41299346
84863,0.836212894
84864,0
84865,0.878067613
84866,0.736231064
84867,0
84868,0
84869,0.155419997
84870,0
84871,0
84872,0
84873,0
84874,0
84875,0.196072522
84876,1.395776502
84877,inf
84878,0
84879,0
84880,1.08480646
84881,0
84882,0
84883,0
84884,0
84885,0
84886,0.279238347
84887,inf
84888,0
84889,0.155718522
84890,0
84891,1.285732252
84892,0
84893,
84894,0.463567036
84895,0
84896,0
84897,0
84898,0
84899,0.585003554
84900,0
84901,0.215863157
84902,0.472917339
84903,0
84904,0
84905,0.311224156
84906,3.595953405
84907,0.23403797
84908,0
84909,
84910,
84911,0
84912,0
84913,0.645170085
84914,0
84915,0
84916,1.202682543
84917,0.212145834
84918,0.816355275
84919,
84920,0
84921,5.507746604
84922,3.072440022
84923,0.522553444
84924,1.050735725
84925,2.76878595
84926,0
84927,0
84928,inf
84929,0
84930,1.203413227
84931,0
84932,inf
84933,0
84934,0.255564507
84935,0
84936,inf
84937,0
84938,0
84939,0.280159497
84940,0
84941,0
84942,1.369141906
84943,0
84944,0
84945,0.964165948
84946,0.781514567
84947,0.641572301
84948,1.790928008
84949,0
84950,0.288575697
84951,8.290695999
84952,1.122500604
84953,0
84954,2.011870773
84955,10.38969786
84956,0.477348698
84957,0
84958,0
84959,0.066794183
84960,0
84961,1.220085772
84962,
84963,0.569168727
84964,0.704562118
84965,0
84966,0.213954544
84967,inf
84968,0
84969,1.436324472
84970,68.58827939
84971,0
84972,0
84973,0
84974,0
84975,
84976,0
84977,0
84978,1.339940427
84979,0.600465989
84980,0.708297301
84981,0
84982,
84983,5.03810786
84984,0.212862858
84985,3.154260794
84986,23.56046946
84987,0
84988,5.014033302
84989,0.500465198
84990,0
84991,0.321523824
84992,0
84993,0.41362786
84994,0.14019493
84995,0.524455501
84996,0.069813754
84997,0
84998,
84999,inf
85000,0
85001,0.770763362
85002,0
85003,0
85004,0
85005,0.394708468
85006,0
85007,0
85008,0
85009,0
85010,0
85011,0
85012,0.756452048
85013,inf
85014,0
85015,0
85016,0.14260533
85017,0
85018,
85019,0
85020,0
85021,0
85022,0
85023,0
85024,0.165291156
85025,0
85026,0
85027,0
85028,0
85029,0.1031001
85030,
85031,0
85032,0
85033,0.156553453
85034,0
85035,2.244577897
85036,0.194294842
85037,0
85038,0
85039,0.227567173
85040,0
85041,0
85042,0
85043,0
85044,
85045,0.907993036
85046,0
85047,1.913557251
85048,2.097991745
85049,0.50932989
85050,6.59850018
85051,0
85052,0
85053,0.363323736
85054,0
85055,0.466380629
85056,0
85057,0
85058,0
85059,0.22616329
85060,0
85061,0
85062,inf
85063,0
85064,0
85065,0
85066,0
85067,inf
85068,0
85069,0
85070,0
85071,0.392026862
85072,0
85073,0
85074,0.990580752
85075,0.40160074
85076,
85077,3.447148617
85078,0
85079,0
85080,0
85081,0.628131251
85082,0
85083,0.069608052
85084,0
85085,2.56733512
85086,2.304908137
85087,0
85088,0
85089,0
85090,0
85091,0.767316198
85092,0.256701507
85093,17.11510641
85094,0
85095,0.802385602
85096,0.265604664
85097,0
85098,0
85099,0
85100,0.836939711
85101,0
85102,0.92545572
85103,0
85104,0.284539524
85105,7.212000856
85106,0
85107,1.010045063
85108,0
85109,0.077422674
85110,0
85111,0
85112,0
85113,0
85114,0
85115,0
85116,0.807053281
85117,0
85118,1.01833346
85119,3.387760493
85120,12.96596461
85121,0
85122,0
85123,0.83401223
85124,0.93345658
85125,6.175217995
85126,0.110036617
85127,0
85128,0
85129,2.407333753
85130,0
85131,0
85132,0
85133,0
85134,0
85135,inf
85136,0
85137,0
85138,0
85139,0.559539039
85140,0.384976716
85141,0
85142,0
85143,0.192216928
85144,
85145,0
85146,inf
85147,11.45129035
85148,0
85149,0
85150,0
85151,0
85152,0
85153,0
85154,0
85155,7.548801561
85156,
85157,0
85158,0
85159,0
85160,0.693301241
85161,0
85162,0
85163,0
85164,0
85165,0
85166,2.752432297
85167,2.198931806
85168,0
85169,0
85170,0
85171,
85172,0.578034528
85173,inf
85174,0
85175,0
85176,0
85177,0
85178,0.488951818
85179,0
85180,0
85181,0.919153669
85182,
85183,0.445405415
85184,0
85185,0
85186,0
85187,0
85188,0
85189,0
85190,0
85191,0
85192,0.464872721
85193,0.380957549
85194,0
85195,0
85196,0.81111011
85197,0
85198,0
85199,1.050933864
85200,0
85201,0.935354653
85202,0
85203,
85204,0.173940379
85205,2.32513379
85206,
85207,0
85208,0.082506868
85209,0
85210,0
85211,0
85212,inf
85213,0
85214,0
85215,0
85216,
85217,
85218,6.384811543
85219,
85220,0
85221,0.161175445
85222,0
85223,0
85224,
85225,1.529750151
85226,0
85227,0
85228,8.050632588
85229,0.915803031
85230,0.814587008
85231,4.311494087
85232,0
85233,0.993539934
85234,0
85235,0
85236,1.346572082
85237,0
85238,0.323871092
85239,0
85240,0
85241,0
85242,inf
85243,0
85244,
85245,0
85246,5.194776701
85247,0
85248,0
85249,0
85250,0.22724187
85251,0
85252,1.125554361
85253,5.037945692
85254,4.517649312
85255,0
85256,0
85257,0
85258,0
85259,0.100777763
85260,0
85261,0.819010433
85262,0.611717249
85263,0
85264,inf
85265,0
85266,0
85267,0
85268,0.478655238
85269,0.188427426
85270,1.82603946
85271,0
85272,1.881277155
85273,2.682141726
85274,0
85275,0
85276,0
85277,0
85278,0.137808292
85279,
85280,0.292903624
85281,0
85282,0
85283,inf
85284,0
85285,0
85286,0
85287,0.087585855
85288,1.011207026
85289,0
85290,inf
85291,0
85292,0
85293,0
85294,
85295,inf
85296,1.468201021
85297,inf
85298,0
85299,0.244368963
85300,1.828217035
85301,0
85302,
85303,0
85304,0.522567291
85305,0
85306,0.95907759
85307,0
85308,0
85309,0
85310,0
85311,0
85312,0
85313,6.646106955
85314,0
85315,0
85316,0
85317,0
85318,0.758783338
85319,0
85320,inf
85321,54.81225286
85322,0
85323,0
85324,0
85325,0
85326,0
85327,3.372809412
85328,0
85329,0
85330,0.187765689
85331,0
85332,0
85333,0
85334,0
85335,inf
85336,0
85337,0
85338,8.942374158
85339,0
85340,1.36688686
85341,0
85342,0
85343,0.235107559
85344,0
85345,0
85346,0.205177957
85347,0
85348,1.595823855
85349,0
85350,0.993338169
85351,1.416074686
85352,0
85353,inf
85354,1.865867368
85355,0
85356,0.177917925
85357,0
85358,0
85359,1.423777116
85360,0
85361,4.565073751
85362,0
85363,0
85364,inf
85365,2.622849897
85366,0
85367,0
85368,
85369,
85370,1.078120782
85371,0
85372,0.328161538
85373,0.625789478
85374,0
85375,0
85376,2.253997014
85377,1.90532407
85378,0
85379,0
85380,
85381,0
85382,0
85383,0
85384,1.291837006
85385,0.090662408
85386,
85387,0
85388,inf
85389,3.788606688
85390,inf
85391,0
85392,0
85393,0
85394,0
85395,0
85396,0
85397,0
85398,2.643882405
85399,0
85400,0.745986455
85401,0
85402,0
85403,inf
85404,0
85405,0
85406,0
85407,0
85408,0
85409,inf
85410,0
85411,0
85412,0
85413,0
85414,0.302265375
85415,0
85416,0
85417,0
85418,0
85419,0
85420,0
85421,1.167905092
85422,0.696408248
85423,0
85424,0.209808465
85425,
85426,0
85427,6.002342877
85428,0.640398731
85429,0
85430,0
85431,0.055296084
85432,0.324249861
85433,0
85434,0
85435,0
85436,0
85437,0.541115953
85438,0
85439,0
85440,0.136326711
85441,0.450096116
85442,0.383437433
85443,0
85444,0
85445,10.6220663
85446,1.86406553
85447,inf
85448,0.74284463
85449,0
85450,0
85451,0
85452,8.508575018
85453,0
85454,1.937457748
85455,0.115568963
85456,0
85457,0.21786308
85458,0
85459,1.349918863
85460,0
85461,0
85462,0
85463,0
85464,0
85465,2.342866725
85466,0
85467,0
85468,
85469,0
85470,0.165586447
85471,
85472,0.410987585
85473,0
85474,0
85475,1.524843042
85476,0.13068274
85477,0.197966983
85478,
85479,0.615566725
85480,0
85481,0
85482,0
85483,0
85484,0
85485,0
85486,0
85487,0
85488,0
85489,0
85490,2.000021714
85491,8.530133259
85492,0
85493,0.271232474
85494,
85495,0
85496,0
85497,0
85498,0
85499,0
85500,0
85501,1.770118671
85502,3.880204374
85503,0.093565453
85504,0.62310304
85505,
85506,2.617645321
85507,0.550974033
85508,0
85509,0
85510,0
85511,
85512,0
85513,0
85514,0
85515,0
85516,0
85517,0
85518,0
85519,0
85520,0
85521,0.915879443
85522,0
85523,0
85524,0.706735756
85525,0.502135621
85526,0.49089107
85527,0
85528,0
85529,0
85530,0
85531,0.953420949
85532,0.671460498
85533,2.711186327
85534,0
85535,0
85536,0.347185818
85537,0
85538,0
85539,0
85540,0
85541,0
85542,
85543,0
85544,0
85545,0.631666291
85546,0
85547,0
85548,0.38576038
85549,0
85550,0
85551,0.421045018
85552,0
85553,0
85554,0
85555,0
85556,0
85557,0
85558,0
85559,0
85560,1.806512147
85561,0
85562,0
85563,0
85564,0
85565,0.583306321
85566,0
85567,0
85568,0.208250733
85569,0
85570,6.958226726
85571,0
85572,0
85573,0
85574,0
85575,0
85576,2.23599339
85577,2.127296877
85578,0
85579,0
85580,0.742693032
85581,0
85582,0
85583,0
85584,9.507295277
85585,0.406052313
85586,1.439186755
85587,0
85588,0
85589,0
85590,0.247703946
85591,0
85592,
85593,
85594,0.612987132
85595,9.756180982
85596,0
85597,0
85598,0
85599,0
85600,0
85601,0.662073995
85602,
85603,0
85604,2.147958346
85605,0
85606,0
85607,0
85608,0
85609,0.207562269
85610,7.940607749
85611,0
85612,0.447280105
85613,0.062811468
85614,0.497219642
85615,2.176554382
85616,0.741524109
85617,0
85618,0
85619,0
85620,10.21932207
85621,0
85622,
85623,0
85624,0
85625,1.507292783
85626,0.309090556
85627,0
85628,0
85629,0.128078466
85630,0
85631,0.933923727
85632,0
85633,0
85634,6.284512303
85635,1.908615089
85636,0
85637,0
85638,0.164513661
85639,0
85640,0
85641,0
85642,0
85643,
85644,0
85645,1.410271228
85646,0.779374539
85647,0
85648,1.753934589
85649,0
85650,3.740438269
85651,0.090188108
85652,
85653,0
85654,0.152711151
85655,
85656,inf
85657,0
85658,8.367213612
85659,0.308122269
85660,0
85661,0.172830183
85662,0.139400469
85663,0.420832741
85664,0
85665,0
85666,inf
85667,0
85668,0
85669,0
85670,0
85671,1.251827129
85672,0.219390682
85673,0.445205155
85674,inf
85675,0
85676,0
85677,inf
85678,0
85679,0
85680,3.650612702
85681,0
85682,0.27073286
85683,0
85684,
85685,0
85686,0
85687,0
85688,0.684244645
85689,
85690,0
85691,0.998573934
85692,1.589191204
85693,0
85694,0
85695,0
85696,0
85697,0.260080799
85698,0
85699,2.428866642
85700,9.577084885
85701,0
85702,
85703,0.236805467
85704,0
85705,0
85706,
85707,1.056160174
85708,0
85709,
85710,0
85711,0
85712,0
85713,0
85714,0
85715,0.144016139
85716,inf
85717,0
85718,0.710761599
85719,1.656671968
85720,0
85721,inf
85722,0
85723,0
85724,1.89387874
85725,0
85726,1.265651544
85727,0
85728,32.34894799
85729,inf
85730,0.292721694
85731,0.278492712
85732,0.286929857
85733,
85734,0
85735,2132.902378
85736,1.322660742
85737,7.777578332
85738,0
85739,0.643559795
85740,0
85741,1.199683892
85742,0
85743,0
85744,1.275391467
85745,0
85746,1.378770128
85747,0
85748,
85749,0
85750,0
85751,1.827594349
85752,0.448799714
85753,1.380545377
85754,0.124906025
85755,0
85756,0
85757,2.318600531
85758,
85759,2.607007318
85760,0
85761,0.315339069
85762,0
85763,inf
85764,2.431179782
85765,
85766,1.195019267
85767,
85768,1.016764544
85769,0.099056576
85770,0
85771,0.815649762
85772,0
85773,0.23547306
85774,0
85775,0
85776,0
85777,0
85778,0
85779,1.182936659
85780,0
85781,2.339603194
85782,1.415066079
85783,0
85784,0
85785,0
85786,0.211897599
85787,0
85788,23.32524334
85789,1.430950062
85790,0.270835907
85791,
85792,0
85793,0
85794,21.3104608
85795,0
85796,
85797,0
85798,0.141815412
85799,0
85800,0
85801,0
85802,1.728508069
85803,
85804,0
85805,0
85806,
85807,0.284029819
85808,0
85809,0.675204047
85810,0
85811,0
85812,
85813,0
85814,0.825018418
85815,0.19505763
85816,1.003157515
85817,0.90451437
85818,2.134733843
85819,0.106786755
85820,inf
85821,6.491166381
85822,
85823,0
85824,0
85825,3.017759813
85826,0
85827,1.300157912
85828,0
85829,0
85830,0.082061914
85831,0.063688415
85832,0
85833,0
85834,0.605690067
85835,0.93204052
85836,0
85837,8.293656154
85838,0
85839,0
85840,0
85841,0.517874694
85842,
85843,2.418833442
85844,
85845,inf
85846,0
85847,0
85848,0
85849,0.140243658
85850,7.776394223
85851,
85852,0
85853,0
85854,0
85855,0.129245903
85856,0
85857,0
85858,
85859,0
85860,0
85861,
85862,0
85863,41.30227699
85864,0
85865,0
85866,2.622339862
85867,0
85868,0
85869,41.5714911
85870,0.529708837
85871,0
85872,0
85873,0
85874,0
85875,0
85876,0
85877,
85878,0
85879,0
85880,0
85881,
85882,0
85883,0
85884,0.749700999
85885,0
85886,0
85887,0
85888,0.36708541
85889,0
85890,0
85891,0
85892,0
85893,0
85894,0
85895,0
85896,1.182037118
85897,0.18683979
85898,0
85899,3.702046056
85900,0
85901,
85902,0
85903,2.012259504
85904,0
85905,inf
85906,0.307992777
85907,11.47969604
85908,0
85909,0
85910,0
85911,0.221477088
85912,0
85913,0
85914,0
85915,0
85916,0
85917,inf
85918,inf
85919,1.383102753
85920,1.704858564
85921,0
85922,6.953035952
85923,0.50935631
85924,0
85925,0.151848672
85926,4.573336994
85927,
85928,0
85929,5.133459472
85930,0
85931,0
85932,0
85933,0
85934,0
85935,0.177376035
85936,0
85937,0
85938,0
85939,inf
85940,4.024651664
85941,
85942,0.658414596
85943,0
85944,inf
85945,
85946,
85947,0
85948,24.31259316
85949,0
85950,0
85951,0
85952,0
85953,1.569623659
85954,0
85955,0
85956,0
85957,0
85958,0
85959,0
85960,0
85961,0.391056444
85962,0
85963,0.468102406
85964,0.115754078
85965,
85966,0
85967,1.073061807
85968,0
85969,0
85970,0
85971,
85972,0.17059586
85973,0
85974,0
85975,0
85976,0
85977,0
85978,0
85979,0
85980,1.867669975
85981,0.11587866
85982,inf
85983,0.54001727
85984,0.658811077
85985,0
85986,0
85987,0
85988,1.226240483
85989,0
85990,inf
85991,0
85992,0
85993,0
85994,0
85995,0.253907324
85996,0
85997,0.950994118
85998,30.90939578
85999,0
86000,0
86001,0
86002,1.750614929
86003,inf
86004,0.998555313
86005,0
86006,0
86007,0.662703827
86008,0
86009,0
86010,0.455752128
86011,
86012,0.368151342
86013,2.264595874
86014,0
86015,0.508005979
86016,0.674646643
86017,
86018,0.236370649
86019,0
86020,0
86021,0
86022,0.099132305
86023,0.160614615
86024,0
86025,0.217194128
86026,0
86027,0.500317361
86028,0
86029,0
86030,0
86031,0
86032,
86033,0
86034,0
86035,1.150997597
86036,0
86037,0.140624303
86038,0
86039,0.725084249
86040,0
86041,0
86042,0
86043,0
86044,0.618741763
86045,0
86046,0
86047,0
86048,1.017009234
86049,0
86050,0
86051,0
86052,0
86053,
86054,0
86055,0
86056,0
86057,0
86058,0.956654797
86059,0
86060,0
86061,0.888960658
86062,0
86063,inf
86064,0.574470613
86065,0
86066,0
86067,0
86068,0.424600618
86069,0
86070,0
86071,0
86072,0
86073,0
86074,0
86075,0
86076,1.680888322
86077,0.164857009
86078,0
86079,0
86080,0
86081,0.145241271
86082,1.27413752
86083,0
86084,0
86085,0
86086,0
86087,0
86088,0
86089,0.739187391
86090,
86091,10.14985948
86092,
86093,0
86094,0
86095,0.114831285
86096,0
86097,0
86098,0
86099,0
86100,0
86101,1.44489637
86102,0
86103,0
86104,0
86105,0
86106,0
86107,0
86108,0
86109,0
86110,0
86111,0
86112,0.773580487
86113,1.240266759
86114,0
86115,0
86116,0.401240115
86117,0
86118,0
86119,9.582456753
86120,0
86121,0.859261717
86122,0.421377444
86123,0
86124,0
86125,0
86126,0
86127,0.515792125
86128,0
86129,0
86130,3.256851783
86131,0
86132,2.563658812
86133,0
86134,
86135,
86136,0
86137,0
86138,0
86139,0
86140,0
86141,0
86142,1.807602098
86143,0
86144,0
86145,0.337809015
86146,0
86147,0
86148,1.32989256
86149,2.31177639
86150,0
86151,0
86152,0
86153,1.134518817
86154,0
86155,0.335781722
86156,1.10949195
86157,0
86158,0.861698347
86159,0
86160,0
86161,0
86162,
86163,0
86164,0
86165,0
86166,0
86167,0
86168,2.352561236
86169,0
86170,0
86171,0.613891577
86172,0
86173,0
86174,0
86175,4.646643028
86176,1.120800694
86177,1.755898916
86178,0
86179,
86180,0
86181,0
86182,0
86183,0
86184,inf
86185,0
86186,0
86187,0
86188,0
86189,0.244666091
86190,0
86191,0
86192,0
86193,0
86194,0
86195,0.914325721
86196,4.187775614
86197,0
86198,0.464116801
86199,0
86200,0.340938908
86201,0
86202,1.510468363
86203,1.843122777
86204,0
86205,
86206,0
86207,0
86208,0.308187487
86209,3.335004157
86210,0
86211,0
86212,0
86213,0
86214,0.461664756
86215,0.419066481
86216,
86217,0
86218,1.315201239
86219,
86220,0
86221,
86222,0
86223,0
86224,0
86225,
86226,
86227,0
86228,0
86229,0.738522949
86230,0
86231,0
86232,
86233,
86234,0
86235,0
86236,0
86237,0.335906865
86238,0.549470049
86239,0
86240,4.570540082
86241,0.15234202
86242,2.516008068
86243,0
86244,0.319314641
86245,0.152459878
86246,0
86247,0
86248,0
86249,0
86250,
86251,0
86252,0
86253,4.042829828
86254,0
86255,0
86256,1.187801626
86257,0
86258,0.355845717
86259,0.064751302
86260,0.212542294
86261,0.780280248
86262,0
86263,0
86264,0
86265,
86266,0
86267,0
86268,0
86269,inf
86270,0
86271,0
86272,0
86273,0.34818946
86274,0
86275,0.616289208
86276,9.15078738
86277,0.841479654
86278,0.224352921
86279,0
86280,0.109951082
86281,4.234628301
86282,0
86283,0
86284,0.472908621
86285,0
86286,0
86287,0
86288,0
86289,inf
86290,0
86291,0.376161221
86292,1.02587014
86293,1.386545557
86294,0.451708728
86295,0
86296,0.42987955
86297,1.322856516
86298,0.909357859
86299,0.876377705
86300,4.386248165
86301,0
86302,0
86303,0.298563489
86304,1.668194996
86305,
86306,3.552573603
86307,0.246218291
86308,
86309,0.749863833
86310,0
86311,4.629448069
86312,1.206091399
86313,0
86314,12.00013028
86315,0
86316,0
86317,0.409557948
86318,0
86319,0.711676652
86320,
86321,0.304724921
86322,0
86323,0.371970497
86324,0
86325,inf
86326,
86327,0.313492688
86328,3.114564435
86329,inf
86330,0.282986586
86331,1.563845486
86332,0.261162034
86333,2.130097555
86334,0.07092695
86335,0.457573639
86336,1.674745356
86337,0
86338,0
86339,0
86340,0
86341,0.928631646
86342,0.981238321
86343,inf
86344,0.28202123
86345,0
86346,0
86347,0.433370749
86348,0
86349,
86350,0
86351,0
86352,0
86353,0
86354,0
86355,0
86356,0
86357,0
86358,4.298558693
86359,0
86360,0
86361,0
86362,0.3785842
86363,0
86364,0
86365,0
86366,0.533371947
86367,0
86368,0
86369,0
86370,4.406224977
86371,0.184141305
86372,0.496182846
86373,0
86374,0
86375,0
86376,0
86377,inf
86378,0.237999358
86379,0
86380,1.284418484
86381,0
86382,0.315776261
86383,0
86384,0
86385,0
86386,0
86387,0
86388,0.866687719
86389,0.710537439
86390,0
86391,0
86392,0
86393,
86394,0
86395,0
86396,0
86397,0
86398,1.590220664
86399,0
86400,0
86401,0
86402,0
86403,0
86404,0
86405,0.489547281
86406,1591.017168
86407,0
86408,0
86409,0.139096355
86410,0
86411,0
86412,0.87862487
86413,0
86414,0
86415,
86416,
86417,0
86418,0
86419,1.211055758
86420,
86421,0.162591057
86422,0
86423,0
86424,3.274985089
86425,0.591478192
86426,0
86427,inf
86428,0
86429,0
86430,1.28724655
86431,
86432,3.369078576
86433,0.15700385
86434,
86435,0
86436,inf
86437,0
86438,2.126261254
86439,0
86440,0
86441,
86442,0
86443,0
86444,9.059773932
86445,0.47009565
86446,0
86447,0
86448,0.401808692
86449,0
86450,0
86451,0
86452,0.168612037
86453,4.338882744
86454,6.994209733
86455,0
86456,0.049774981
86457,0
86458,0
86459,0
86460,9.943316979
86461,0.229164264
86462,0
86463,1.058010735
86464,0
86465,0
86466,0
86467,0
86468,0.255925311
86469,0
86470,0
86471,0
86472,inf
86473,
86474,0
86475,0
86476,0.680966837
86477,
86478,0
86479,1.781316993
86480,0
86481,1.393535732
86482,inf
86483,0.5095598
86484,inf
86485,0
86486,0
86487,0.512912848
86488,0
86489,0
86490,0
86491,0
86492,inf
86493,
86494,0
86495,0
86496,0.900079651
86497,0.305166728
86498,1.094953693
86499,0.309118374
86500,0
86501,3.529900668
86502,0
86503,0
86504,0
86505,inf
86506,0.568194598
86507,0
86508,0
86509,0
86510,0
86511,0
86512,
86513,0
86514,0.491940752
86515,0
86516,0.947766137
86517,0
86518,0
86519,0
86520,0
86521,0
86522,
86523,0
86524,0
86525,4.67282652
86526,0
86527,0
86528,0.329529717
86529,0
86530,0.191293929
86531,0
86532,0
86533,0
86534,0
86535,
86536,0
86537,
86538,1.452894543
86539,0
86540,inf
86541,0
86542,0
86543,0
86544,0
86545,5.509196984
86546,0
86547,0
86548,0
86549,0.420110532
86550,0
86551,0.173160511
86552,0
86553,0
86554,0
86555,0.707891526
86556,0
86557,0
86558,0
86559,0
86560,0
86561,0
86562,0
86563,0
86564,0
86565,1.265526711
86566,
86567,3.109977012
86568,0
86569,0
86570,0
86571,1.559556954
86572,0
86573,0.780354696
86574,0
86575,0
86576,4.133501667
86577,1.950265223
86578,0.341917426
86579,0
86580,3.070605826
86581,0.267834812
86582,0.767097006
86583,0
86584,10.2177821
86585,1.976803124
86586,0
86587,
86588,0
86589,0
86590,0
86591,0
86592,2.454362433
86593,2.213713093
86594,0
86595,0
86596,0
86597,30.35257285
86598,0.814407023
86599,0.387298395
86600,0
86601,
86602,0
86603,0
86604,0
86605,0
86606,0
86607,0
86608,0
86609,inf
86610,0
86611,0
86612,5.837648117
86613,0
86614,0.189508176
86615,0.174867084
86616,0
86617,
86618,4.070745651
86619,0
86620,0
86621,1.211189973
86622,0
86623,0
86624,2.453531011
86625,2.534020114
86626,0
86627,0
86628,0
86629,0
86630,0
86631,inf
86632,0.722490088
86633,0.182830965
86634,0.089287079
86635,0
86636,5.2924347
86637,0
86638,0
86639,0
86640,0
86641,0
86642,0
86643,0
86644,
86645,
86646,0.15894331
86647,0
86648,0
86649,0
86650,0
86651,0
86652,3.095600138
86653,0.832611206
86654,1.091468323
86655,0
86656,2.949852675
86657,0
86658,0
86659,0.09411885
86660,0
86661,0
86662,0
86663,0
86664,0.369597412
86665,0.594478858
86666,0
86667,0
86668,0.973710762
86669,0.516174281
86670,0
86671,0
86672,0
86673,0.581645457
86674,0
86675,0.490613352
86676,inf
86677,0
86678,2.593749049
86679,0
86680,2.314869528
86681,0
86682,0
86683,0
86684,0.675581265
86685,1.944244524
86686,4.666130418
86687,inf
86688,0.178754871
86689,0
86690,0.445627506
86691,0.332665128
86692,0
86693,0
86694,0
86695,1.708636062
86696,inf
86697,0
86698,0
86699,2.964414587
86700,0.249406449
86701,0
86702,0
86703,inf
86704,0
86705,0
86706,
86707,0.930272147
86708,0
86709,0
86710,0.521390902
86711,
86712,0
86713,0
86714,4.506399468
86715,
86716,0
86717,0.200974094
86718,0
86719,0
86720,1.244957512
86721,3.61113803
86722,2.692625869
86723,0
86724,0.213753401
86725,0.13411232
86726,1.428501387
86727,1.633619628
86728,0.283025725
86729,0
86730,2.600092757
86731,0
86732,0
86733,0
86734,0
86735,0
86736,0
86737,0
86738,0
86739,0.19020959
86740,0
86741,3.514051623
86742,
86743,0
86744,
86745,
86746,0
86747,0
86748,0.896282886
86749,0.763721115
86750,0
86751,0.725288057
86752,
86753,
86754,inf
86755,3.10685309
86756,0
86757,0
86758,3.038358398
86759,0
86760,0.991952374
86761,0
86762,inf
86763,0.06466393
86764,0
86765,0.174293374
86766,0
86767,0
86768,0
86769,
86770,0
86771,0
86772,0.193369065
86773,
86774,1.242254107
86775,0.20703171
86776,0
86777,0
86778,0.341603212
86779,0
86780,0.431701583
86781,0
86782,0
86783,2.263565989
86784,2.157483222
86785,0
86786,0.211218796
86787,0.251551731
86788,1.090580034
86789,0.295131343
86790,5.140548845
86791,2.809697546
86792,0.922922552
86793,0.407958889
86794,0
86795,0
86796,0
86797,0
86798,1.549848342
86799,0
86800,0
86801,
86802,0.642969956
86803,0
86804,0
86805,0
86806,0
86807,0
86808,0.178788918
86809,0.057096979
86810,0.789069463
86811,inf
86812,0
86813,0
86814,1.194252012
86815,0.428845653
86816,0.183732733
86817,0
86818,0
86819,0.295081791
86820,0
86821,0.841640286
86822,inf
86823,
86824,4.031250389
86825,0
86826,0
86827,
86828,4.655115882
86829,0
86830,1.845120525
86831,0
86832,0.569529489
86833,1.001070819
86834,0
86835,2.116458395
86836,0
86837,4.592527917
86838,0
86839,0
86840,0.368282223
86841,0.04694098
86842,0
86843,0
86844,1.15356538
86845,0
86846,0
86847,0
86848,0.655354056
86849,0
86850,
86851,0.386844424
86852,0
86853,0.378434782
86854,1.106165768
86855,
86856,0
