,click_model
77320,3
77321,0.333333333
77322,0
77323,
77324,0
77325,0.0625
77326,
77327,1
77328,0.076923077
77329,0
77330,
77331,0
77332,
77333,
77334,0
77335,0
77336,inf
77337,0
77338,0.25
77339,
77340,0
77341,0
77342,0
77343,0
77344,4
77345,0
77346,0
77347,0
77348,3
77349,1
77350,0.6
77351,0
77352,0
77353,
77354,1.5
77355,0
77356,0
77357,inf
77358,
77359,0.090909091
77360,0
77361,
77362,0
77363,0
77364,0
77365,0
77366,0
77367,0.5
77368,0
77369,0
77370,1.52173913
77371,inf
77372,0.2
77373,3.75
77374,0.083333333
77375,0.666666667
77376,0.5
77377,
77378,0.0625
77379,0
77380,0
77381,0
77382,0.15
77383,0.083333333
77384,0
77385,0
77386,1.5
77387,0.5
77388,inf
77389,
77390,0
77391,0
77392,
77393,0
77394,
77395,0
77396,1
77397,0
77398,0.666666667
77399,0
77400,0
77401,0.307692308
77402,0
77403,0.2
77404,0
77405,0
77406,0
77407,0
77408,0
77409,2
77410,0.625
77411,0
77412,0
77413,0
77414,0.083333333
77415,0
77416,3.5
77417,0.12
77418,0.111111111
77419,0
77420,2
77421,0
77422,0
77423,0
77424,0
77425,0
77426,0.076923077
77427,0
77428,0
77429,0
77430,0.12
77431,2
77432,0
77433,0
77434,0
77435,0
77436,2
77437,0
77438,0
77439,8.333333333
77440,0
77441,0.2
77442,0
77443,1
77444,0
77445,0
77446,0
77447,inf
77448,0
77449,0
77450,0
77451,0
77452,0
77453,0
77454,0
77455,1
77456,0
77457,
77458,0.4
77459,4
77460,0
77461,0.210526316
77462,0
77463,0.666666667
77464,1
77465,0.111111111
77466,0
77467,1
77468,0
77469,0
77470,0
77471,0.043478261
77472,inf
77473,0
77474,1
77475,0.078947368
77476,inf
77477,0
77478,0
77479,
77480,0
77481,0
77482,0.1
77483,0.666666667
77484,0
77485,0
77486,0
77487,0
77488,0
77489,0.05
77490,0
77491,0
77492,0.333333333
77493,0
77494,0
77495,0.071428571
77496,0
77497,0
77498,0
77499,0
77500,0
77501,0
77502,
77503,0
77504,
77505,inf
77506,inf
77507,0
77508,0.25
77509,0
77510,0
77511,0
77512,
77513,1.538461538
77514,0.4
77515,0
77516,0
77517,0.117647059
77518,0.375
77519,1.8
77520,0
77521,0
77522,0.5
77523,3
77524,0
77525,1.5
77526,0
77527,0.083333333
77528,0
77529,0.25
77530,0.125
77531,0
77532,0
77533,0
77534,0
77535,0
77536,0
77537,2.470588235
77538,
77539,0.5
77540,0
77541,
77542,8.5
77543,0
77544,0
77545,0
77546,0.142857143
77547,0
77548,0.5
77549,0
77550,
77551,
77552,0
77553,0
77554,0
77555,2
77556,0
77557,0
77558,0.090909091
77559,0
77560,0
77561,3
77562,0.5
77563,1.25
77564,0
77565,0
77566,0
77567,0.142857143
77568,0
77569,0
77570,0.375
77571,0.571428571
77572,0
77573,2
77574,0
77575,0
77576,0
77577,0
77578,0.5
77579,1
77580,0
77581,
77582,0
77583,
77584,1.666666667
77585,0
77586,0
77587,0.034482759
77588,0
77589,0
77590,0.8
77591,0.125
77592,0
77593,0
77594,0
77595,0
77596,0.057142857
77597,0
77598,0
77599,0.125
77600,1.285714286
77601,0
77602,0
77603,0.052631579
77604,0
77605,0
77606,0.5
77607,0
77608,inf
77609,0
77610,0
77611,0
77612,0
77613,0
77614,1.5
77615,0.357142857
77616,0
77617,0
77618,0.25
77619,0.25
77620,
77621,
77622,0
77623,0.333333333
77624,0
77625,0
77626,0
77627,0
77628,0.058823529
77629,0.095238095
77630,0
77631,
77632,0
77633,0.333333333
77634,0
77635,0.5
77636,0
77637,0
77638,0.055555556
77639,0
77640,0
77641,0.6
77642,0
77643,0
77644,0
77645,0
77646,0.230769231
77647,0
77648,0
77649,0.777777778
77650,0.166666667
77651,0
77652,0
77653,0
77654,0.444444444
77655,
77656,15
77657,0
77658,inf
77659,0.090909091
77660,
77661,inf
77662,0
77663,2
77664,0.166666667
77665,
77666,0.153846154
77667,0
77668,23
77669,0
77670,0.090909091
77671,0
77672,0
77673,inf
77674,0.090909091
77675,0
77676,0
77677,0.145454545
77678,0.333333333
77679,0
77680,0
77681,0.375
77682,1
77683,
77684,0
77685,0
77686,0
77687,0
77688,0.125
77689,0.5
77690,0.111111111
77691,0
77692,0
77693,0.142857143
77694,0
77695,0
77696,0
77697,inf
77698,0
77699,0.333333333
77700,0.75
77701,0.111111111
77702,0
77703,0.125
77704,0
77705,0
77706,0.625
77707,0
77708,0.2
77709,0
77710,inf
77711,0.551724138
77712,0
77713,0
77714,inf
77715,0
77716,0
77717,
77718,0
77719,0
77720,0
77721,0
77722,0.285714286
77723,0
77724,0
77725,0
77726,inf
77727,0
77728,0
77729,0
77730,0
77731,0.25
77732,0
77733,inf
77734,4
77735,0.333333333
77736,0
77737,0.076923077
77738,0.142857143
77739,0.5
77740,0
77741,
77742,0
77743,
77744,0
77745,0
77746,0
77747,0
77748,0.333333333
77749,0
77750,0
77751,2
77752,0
77753,0.6
77754,0
77755,0.153846154
77756,
77757,0
77758,2
77759,0
77760,0
77761,0
77762,0
77763,1
77764,0
77765,0
77766,0
77767,0.5
77768,2
77769,0.142857143
77770,3
77771,0.6
77772,0
77773,0.333333333
77774,0.25
77775,0
77776,0.034482759
77777,0.125
77778,0
77779,0.666666667
77780,0.4
77781,0
77782,0
77783,
77784,0
77785,5
77786,0
77787,0.3
77788,0
77789,0
77790,0.023255814
77791,2.333333333
77792,0
77793,1
77794,0
77795,0
77796,0.074074074
77797,0
77798,0.071428571
77799,0
77800,0
77801,0.125
77802,0
77803,0
77804,0
77805,0.428571429
77806,0
77807,0
77808,0
77809,0
77810,0.230769231
77811,0
77812,0
77813,0.5
77814,1.166666667
77815,0.5
77816,0.111111111
77817,inf
77818,0
77819,0.176470588
77820,
77821,4
77822,0
77823,0
77824,inf
77825,0
77826,0.1
77827,0.166666667
77828,0.375
77829,0
77830,0
77831,0
77832,0.25
77833,0
77834,0
77835,0.047619048
77836,0.029411765
77837,0.25
77838,0.375
77839,0.2
77840,inf
77841,
77842,0
77843,0
77844,
77845,0.210526316
77846,0
77847,inf
77848,0.064516129
77849,0
77850,5
77851,0.333333333
77852,0.8
77853,0
77854,0
77855,0.666666667
77856,0
77857,0
77858,0
77859,0
77860,
77861,0.057142857
77862,0
77863,
77864,1
77865,0.5
77866,0
77867,0
77868,0
77869,0
77870,0
77871,2
77872,0
77873,0.24
77874,
77875,0
77876,0
77877,0
77878,1.111111111
77879,
77880,0
77881,0
77882,0.285714286
77883,0
77884,0
77885,0
77886,0
77887,0.206896552
77888,0
77889,0.25
77890,0
77891,1.285714286
77892,0.2
77893,0
77894,0.25
77895,
77896,0.086956522
77897,0
77898,0
77899,0
77900,0
77901,1.25
77902,0
77903,0
77904,inf
77905,0
77906,0
77907,0
77908,0.5
77909,0
77910,0
77911,0
77912,0
77913,1
77914,0
77915,0
77916,0
77917,
77918,0
77919,0
77920,0.133333333
77921,0.75
77922,0
77923,inf
77924,0.333333333
77925,0
77926,0
77927,
77928,1
77929,inf
77930,0.111111111
77931,0
77932,0
77933,0.25
77934,1.380952381
77935,0
77936,0
77937,0.1
77938,0.666666667
77939,0
77940,0
77941,0
77942,0
77943,0
77944,0
77945,0
77946,0
77947,0
77948,0.333333333
77949,0
77950,0
77951,0.333333333
77952,0
77953,0
77954,1.666666667
77955,0
77956,0
77957,0
77958,0
77959,0
77960,0
77961,0
77962,0.476190476
77963,0
77964,0.135135135
77965,0.75
77966,0
77967,0
77968,0
77969,inf
77970,inf
77971,0
77972,0.166666667
77973,0
77974,0
77975,inf
77976,0.6
77977,0
77978,0
77979,0
77980,
77981,0
77982,0.363636364
77983,1
77984,
77985,0.25
77986,0
77987,0
77988,0
77989,0
77990,0
77991,0.222222222
77992,4.25
77993,0
77994,1
77995,0.090909091
77996,0
77997,0
77998,0.666666667
77999,
78000,0
78001,0
78002,0
78003,0.25
78004,0
78005,0.142857143
78006,0.5
78007,0
78008,0.230769231
78009,0
78010,0
78011,0.6
78012,
78013,3
78014,0.090909091
78015,0.071428571
78016,0
78017,0.022222222
78018,1
78019,0
78020,0
78021,0
78022,0
78023,0.333333333
78024,0
78025,0.5
78026,0
78027,0
78028,0.5
78029,0
78030,0
78031,
78032,0.054054054
78033,0.230769231
78034,0
78035,
78036,0
78037,0.166666667
78038,0.727272727
78039,1
78040,0.1
78041,0.2
78042,0
78043,0
78044,
78045,0
78046,0.333333333
78047,0
78048,17
78049,inf
78050,7
78051,0
78052,0
78053,0
78054,0
78055,0
78056,0
78057,0
78058,0
78059,0.9
78060,0
78061,0
78062,0
78063,
78064,4
78065,0.333333333
78066,0.4
78067,
78068,1
78069,0
78070,2
78071,0
78072,0
78073,0
78074,0
78075,0
78076,0
78077,0.5
78078,5
78079,0
78080,2
78081,0
78082,0
78083,0.5
78084,0.25
78085,0
78086,0.5
78087,0
78088,0
78089,0.25
78090,inf
78091,0.5
78092,0
78093,0
78094,
78095,0
78096,0
78097,0
78098,
78099,0
78100,3.333333333
78101,
78102,0
78103,0.024390244
78104,0
78105,0
78106,0
78107,0
78108,0
78109,0
78110,0
78111,0.5
78112,0.25
78113,
78114,
78115,0.285714286
78116,inf
78117,0
78118,0.5
78119,0
78120,0.545454545
78121,0
78122,0
78123,0
78124,0
78125,0
78126,0
78127,4
78128,0
78129,0
78130,1.666666667
78131,0
78132,0
78133,0
78134,0
78135,0
78136,0.088235294
78137,0.333333333
78138,0
78139,0.6
78140,inf
78141,0
78142,0
78143,0
78144,0
78145,0.5
78146,0.333333333
78147,6
78148,1.266666667
78149,0
78150,0
78151,inf
78152,0
78153,0
78154,0.086956522
78155,0
78156,0.1
78157,0
78158,0
78159,
78160,
78161,2
78162,0
78163,0
78164,0.125
78165,0
78166,1.2
78167,inf
78168,0
78169,
78170,
78171,0.25
78172,0
78173,0
78174,0
78175,0.75
78176,0
78177,0.75
78178,1.5
78179,0.714285714
78180,0
78181,0
78182,0
78183,0
78184,0
78185,0
78186,0
78187,0.25
78188,7
78189,0.083333333
78190,inf
78191,0
78192,0
78193,0
78194,0.176470588
78195,0.5
78196,0
78197,0
78198,0
78199,0
78200,0
78201,0.222222222
78202,0
78203,0
78204,0
78205,0
78206,0
78207,0
78208,0
78209,0
78210,0
78211,0.125
78212,6
78213,0.076923077
78214,
78215,0.047904192
78216,11.5
78217,7
78218,0
78219,1.571428571
78220,0
78221,0
78222,0
78223,0
78224,0.125
78225,0.5
78226,2.5
78227,0.5
78228,0
78229,0
78230,0.5
78231,1
78232,0
78233,
78234,0
78235,0
78236,0
78237,inf
78238,0.333333333
78239,0
78240,0
78241,0.5
78242,
78243,1
78244,
78245,0
78246,0.263157895
78247,1.35
78248,1.5
78249,0
78250,0.473684211
78251,0
78252,1
78253,
78254,0
78255,0
78256,0
78257,0
78258,0
78259,0
78260,0.181818182
78261,0.428571429
78262,0.166666667
78263,1.2
78264,0
78265,1.666666667
78266,5
78267,1.625
78268,0
78269,inf
78270,0
78271,
78272,0
78273,0.0625
78274,0
78275,1.5
78276,0
78277,0.25
78278,0
78279,0
78280,0.119047619
78281,0.631578947
78282,
78283,0
78284,0
78285,0.1
78286,0
78287,1.5
78288,0
78289,0
78290,0
78291,0
78292,0
78293,0
78294,0
78295,0
78296,0.076923077
78297,0
78298,0.363636364
78299,0
78300,0
78301,0
78302,0.045454545
78303,0.666666667
78304,0.25
78305,0
78306,inf
78307,0
78308,0
78309,1
78310,0
78311,0
78312,0
78313,0
78314,0
78315,
78316,1.333333333
78317,0
78318,0
78319,0
78320,0.4
78321,0
78322,0.375
78323,0
78324,0
78325,0
78326,0.090909091
78327,0
78328,0.5
78329,0
78330,
78331,0
78332,0
78333,0
78334,0
78335,0.333333333
78336,
78337,0
78338,0
78339,0
78340,0
78341,3
78342,
78343,1
78344,0
78345,
78346,0
78347,0
78348,0
78349,0
78350,0
78351,
78352,0.5
78353,0
78354,0.4
78355,0
78356,
78357,0.285714286
78358,0.833333333
78359,0
78360,0
78361,0
78362,0.55
78363,2.8
78364,0.117647059
78365,0.769230769
78366,0
78367,0
78368,0
78369,
78370,0
78371,0
78372,0
78373,1.333333333
78374,inf
78375,0
78376,0
78377,0
78378,0.363636364
78379,0
78380,0.1
78381,0
78382,0
78383,0.2
78384,2
78385,0
78386,0
78387,inf
78388,0.5
78389,0.041666667
78390,0
78391,
78392,0.083333333
78393,0
78394,0.153846154
78395,0
78396,0
78397,0
78398,1.2
78399,0
78400,0.133333333
78401,0.166666667
78402,0
78403,0.111111111
78404,0
78405,0
78406,0
78407,0.714285714
78408,0
78409,0
78410,0
78411,0
78412,0.666666667
78413,1.666666667
78414,0
78415,0.666666667
78416,0
78417,2
78418,0.333333333
78419,0.047619048
78420,0
78421,0.074074074
78422,0
78423,15
78424,5.5
78425,0
78426,0
78427,0.071428571
78428,0.333333333
78429,0.076923077
78430,0
78431,0.25
78432,0
78433,0
78434,0
78435,0.166666667
78436,0
78437,0.25
78438,0
78439,0.2
78440,0.285714286
78441,0
78442,0
78443,0
78444,inf
78445,0
78446,0
78447,0
78448,0
78449,0
78450,0
78451,0.5
78452,0
78453,0.066666667
78454,0.2
78455,0.333333333
78456,0.666666667
78457,0
78458,0
78459,0.125
78460,0
78461,0
78462,0
78463,0
78464,0
78465,0.866666667
78466,0
78467,0
78468,0.4
78469,0
78470,0.5
78471,0.142857143
78472,2
78473,1
78474,0
78475,0.214285714
78476,0
78477,0
78478,0
78479,2.5
78480,1.333333333
78481,
78482,0
78483,0
78484,0.5
78485,0.5
78486,0
78487,0
78488,0
78489,3
78490,0.764705882
78491,0
78492,0
78493,
78494,0
78495,0.266666667
78496,0
78497,
78498,0
78499,0
78500,0.454545455
78501,0
78502,0
78503,1
78504,0.25
78505,0
78506,
78507,0.3
78508,0.2
78509,0
78510,0
78511,1
78512,0
78513,0.2
78514,0
78515,0
78516,0
78517,0
78518,0.043478261
78519,0
78520,3
78521,
78522,0
78523,0.384615385
78524,0
78525,0.020408163
78526,0.578947368
78527,0
78528,0
78529,0
78530,0
78531,0
78532,
78533,0
78534,0
78535,0
78536,
78537,0.208333333
78538,0
78539,0
78540,0
78541,
78542,0
78543,0.166666667
78544,0
78545,0
78546,0
78547,0
78548,0
78549,0
78550,0
78551,
78552,
78553,0.076923077
78554,0
78555,0
78556,0
78557,0
78558,0
78559,0
78560,0.064516129
78561,0.5
78562,0
78563,0
78564,0
78565,0
78566,0
78567,0
78568,0
78569,0
78570,0
78571,0.266666667
78572,0.090909091
78573,4.5
78574,0
78575,0
78576,0
78577,0
78578,0.727272727
78579,0
78580,0.24
78581,0
78582,0
78583,0
78584,
78585,0.25
78586,0.03125
78587,0
78588,0.5
78589,0.25
78590,
78591,0
78592,0
78593,0.071428571
78594,0.25
78595,0
78596,0
78597,0
78598,0
78599,1.090909091
78600,0
78601,0
78602,inf
78603,0.25
78604,0
78605,0
78606,0
78607,0.069767442
78608,0
78609,0
78610,0
78611,0
78612,0
78613,0
78614,1.75
78615,0.083333333
78616,0.428571429
78617,
78618,
78619,0.15625
78620,inf
78621,0.166666667
78622,0
78623,0
78624,0
78625,0.4
78626,0.666666667
78627,0.045454545
78628,1.642857143
78629,0
78630,
78631,0
78632,0.75
78633,0
78634,0.2
78635,0.095238095
78636,0
78637,0
78638,0
78639,0
78640,0
78641,0
78642,2
78643,0.034482759
78644,0
78645,0
78646,0
78647,
78648,1
78649,0
78650,0
78651,0
78652,0.142857143
78653,0.125
78654,4
78655,0
78656,0
78657,0
78658,0
78659,0.222222222
78660,inf
78661,0
78662,0
78663,0
78664,0
78665,1
78666,0.615384615
78667,0.055555556
78668,0
78669,0.25
78670,0
78671,0
78672,0
78673,1
78674,3
78675,0
78676,0
78677,0.588235294
78678,0
78679,0
78680,inf
78681,0
78682,0
78683,0
78684,0
78685,inf
78686,inf
78687,0
78688,0
78689,0.2
78690,0
78691,0
78692,0
78693,0
78694,0
78695,0
78696,0
78697,0.142857143
78698,2
78699,
78700,0
78701,0
78702,0
78703,0
78704,0
78705,0.5
78706,0
78707,0
78708,0
78709,0.083333333
78710,0.090909091
78711,0
78712,0.05
78713,3.666666667
78714,0
78715,1
78716,0.08
78717,0
78718,0
78719,1.818181818
78720,0
78721,0
78722,0
78723,3
78724,0
78725,0
78726,0
78727,0
78728,0
78729,5
78730,inf
78731,0
78732,0
78733,0.285714286
78734,0.4
78735,0
78736,
78737,0
78738,0
78739,0.111111111
78740,inf
78741,inf
78742,0.5
78743,0
78744,0
78745,0.125
78746,inf
78747,0
78748,0
78749,0
78750,0.6
78751,0
78752,
78753,0
78754,
78755,0
78756,0
78757,inf
78758,2.7
78759,0
78760,0
78761,1.8
78762,0.5
78763,0
78764,0.096774194
78765,
78766,0
78767,0
78768,0
78769,2
78770,0
78771,0
78772,0.666666667
78773,0
78774,0
78775,1
78776,0
78777,0
78778,0
78779,7
78780,0.6
78781,0
78782,0
78783,0.666666667
78784,0
78785,0
78786,0.433333333
78787,0.5
78788,inf
78789,0.125
78790,0.071428571
78791,1
78792,0
78793,0
78794,0
78795,0.05
78796,0
78797,0
78798,0
78799,0
78800,0
78801,0.2
78802,43
78803,0
78804,inf
78805,
78806,0.5
78807,0.153846154
78808,inf
78809,0.052631579
78810,0
78811,0
78812,0
78813,0
78814,4
78815,0.2
78816,1
78817,0
78818,2
78819,0
78820,
78821,1.461538462
78822,
78823,0
78824,0
78825,0
78826,0
78827,0
78828,0
78829,0
78830,0.08
78831,
78832,0
78833,0
78834,0.076923077
78835,inf
78836,0
78837,0
78838,0.076923077
78839,0
78840,0
78841,0
78842,0.444444444
78843,
78844,0
78845,0
78846,0
78847,0.007246377
78848,0
78849,1
78850,
78851,0
78852,0
78853,0
78854,0.666666667
78855,0
78856,0
78857,1
78858,0
78859,0.125
78860,0
78861,0
78862,0.538461538
78863,10
78864,1
78865,0
78866,0
78867,0
78868,0.3
78869,0
78870,0
78871,0.222222222
78872,0
78873,0.222222222
78874,0
78875,0
78876,0
78877,0.2
78878,0
78879,4.666666667
78880,0.076923077
78881,0
78882,0
78883,
78884,1.5
78885,0
78886,0.222222222
78887,1.5
78888,0.25
78889,0
78890,0.076923077
78891,0
78892,0
78893,0
78894,1
78895,1
78896,0
78897,
78898,3
78899,0
78900,1
78901,0
78902,
78903,0.333333333
78904,0.666666667
78905,68
78906,0
78907,
78908,0
78909,1.6
78910,0
78911,0.071428571
78912,0
78913,0
78914,0
78915,0
78916,0.363636364
78917,0
78918,
78919,0.111111111
78920,0
78921,0
78922,0
78923,inf
78924,0
78925,0.4
78926,0
78927,0
78928,0.090909091
78929,0.153846154
78930,2
78931,0.5
78932,0
78933,0
78934,0
78935,
78936,0
78937,0
78938,0
78939,0
78940,0
78941,
78942,0
78943,0.1
78944,inf
78945,0
78946,0.08
78947,4
78948,0
78949,0
78950,0
78951,0.277777778
78952,
78953,0.0625
78954,0
78955,0
78956,0
78957,0
78958,0
78959,0
78960,0
78961,0.166666667
78962,0
78963,0
78964,0
78965,0
78966,inf
78967,2
78968,0
78969,0
78970,0
78971,
78972,0
78973,0.090909091
78974,0
78975,0
78976,0.333333333
78977,0
78978,0
78979,0.117647059
78980,0
78981,
78982,inf
78983,0.043478261
78984,0
78985,0
78986,0.4
78987,0.166666667
78988,0
78989,0
78990,0
78991,0.058823529
78992,0
78993,0.166666667
78994,0
78995,0.25
78996,0
78997,
78998,0
78999,0.090909091
79000,2.5
79001,0
79002,0
79003,0
79004,
79005,0
79006,0.5
79007,0
79008,0.6
79009,0
79010,0
79011,2
79012,0
79013,3.333333333
79014,0.25
79015,1
79016,
79017,0
79018,0
79019,0.259259259
79020,0
79021,0.363636364
79022,0
79023,0
79024,0
79025,0.285714286
79026,0
79027,
79028,0.04
79029,2.6
79030,0
79031,3.4
79032,0
79033,
79034,0
79035,0.5
79036,1
79037,0
79038,0.2
79039,2.166666667
79040,0
79041,0
79042,0
79043,0
79044,0
79045,0
79046,1.5
79047,0.166666667
79048,0
79049,0.105263158
79050,12
79051,0.166666667
79052,0.6
79053,0
79054,0
79055,
79056,
79057,0
79058,0.818181818
79059,0
79060,0
79061,0
79062,1.25
79063,0
79064,0.035714286
79065,0
79066,0
79067,0
79068,1
79069,0.333333333
79070,0
79071,inf
79072,0.5
79073,0
79074,3
79075,1
79076,1.4
79077,0
79078,1
79079,0
79080,0.5
79081,0
79082,1.25
79083,0.125
79084,0
79085,0
79086,0.421052632
79087,0.333333333
79088,0
79089,3
79090,0
79091,0
79092,0.096774194
79093,0
79094,0
79095,0
79096,0
79097,0
79098,0
79099,0
79100,0
79101,0
79102,0.032258065
79103,0
79104,0
79105,1
79106,0.215686275
79107,0
79108,0
79109,0
79110,inf
79111,0.857142857
79112,0
79113,0
79114,0.416666667
79115,0.173913043
79116,0
79117,0
79118,0
79119,0
79120,0.6
79121,1.5
79122,4
79123,0.333333333
79124,0
79125,0.363636364
79126,0
79127,0.083333333
79128,0
79129,0
79130,0
79131,0.875
79132,0
79133,0
79134,0
79135,0.5
79136,0.4
79137,0
79138,0
79139,
79140,0
79141,2.4
79142,0
79143,0.5
79144,0.0625
79145,0.026315789
79146,inf
79147,0.16
79148,0
79149,0
79150,0
79151,0
79152,0.2
79153,
79154,0
79155,0
79156,0.5
79157,1
79158,0
79159,0.2
79160,0
79161,0
79162,0.333333333
79163,0.5
79164,0
79165,0
79166,0.666666667
79167,0
79168,0
79169,0
79170,0
79171,0
79172,
79173,inf
79174,0
79175,0.5
79176,0
79177,0.454545455
79178,0
79179,0
79180,0
79181,0
79182,0.333333333
79183,0
79184,0.1
79185,0
79186,
79187,0.764705882
79188,0
79189,0
79190,0
79191,0
79192,0
79193,0
79194,2
79195,1
79196,2
79197,9
79198,1.5
79199,0
79200,
79201,0
79202,0
79203,3
79204,0
79205,0
79206,3
79207,0
79208,0
79209,0
79210,inf
79211,0.333333333
79212,0
79213,0
79214,0
79215,0
79216,0
79217,0
79218,
79219,0
79220,0
79221,0.085714286
79222,0.1
79223,0
79224,0
79225,0.2
79226,2
79227,0.333333333
79228,0.333333333
79229,
79230,
79231,1.2
79232,0
79233,0
79234,0
79235,0
79236,0
79237,
79238,0
79239,0.428571429
79240,0
79241,0.25
79242,inf
79243,0.2
79244,
79245,0.086956522
79246,0.142857143
79247,0
79248,0
79249,
79250,0.5
79251,0
79252,
79253,inf
79254,0
79255,0.083333333
79256,0
79257,0
79258,0
79259,0
79260,0
79261,0
79262,inf
79263,0
79264,0
79265,0.073170732
79266,0
79267,0
79268,0.8
79269,
79270,0.19047619
79271,0
79272,0.166666667
79273,0
79274,0
79275,0
79276,0.357142857
79277,0
79278,1.04
79279,0
79280,0
79281,2.5
79282,0
79283,0
79284,0
79285,2.5
79286,0.126582278
79287,
79288,0
79289,0
79290,0
79291,0
79292,0.666666667
79293,0
79294,0.37037037
79295,0.666666667
79296,4.333333333
79297,
79298,
79299,0
79300,0
79301,0
79302,0
79303,2
79304,0
79305,0
79306,0
79307,1.277777778
79308,
79309,0.2
79310,0.5
79311,0.6
79312,0.111111111
79313,0.714285714
79314,0.230769231
79315,0.625
79316,
79317,0
79318,0
79319,
79320,2.5
79321,0.25
79322,0
79323,0
79324,0
79325,0
79326,0
79327,0
79328,0
79329,0.285714286
79330,0
79331,0
79332,0
79333,0
79334,0
79335,0.435897436
79336,0
79337,0
79338,
79339,0
79340,0
79341,8
79342,0
79343,0.055555556
79344,0.142857143
79345,0
79346,0
79347,0
79348,0.666666667
79349,0
79350,0
79351,4
79352,0
79353,0
79354,0
79355,0.4
79356,1.5
79357,0
79358,0
79359,2.416666667
79360,2.411764706
79361,0.5
79362,1.4
79363,0
79364,3.103448276
79365,0.028571429
79366,0
79367,0
79368,0
79369,0.857142857
79370,0
79371,0
79372,0
79373,0.833333333
79374,0.166666667
79375,0
79376,0
79377,2
79378,0
79379,1.166666667
79380,2
79381,4
79382,0
79383,0
79384,0
79385,0
79386,0
79387,0.666666667
79388,0.666666667
79389,0
79390,
79391,0
79392,0
79393,0.083333333
79394,0
79395,0
79396,0
79397,0.6
79398,0
79399,0
79400,0.111111111
79401,0
79402,0.1
79403,0.454545455
79404,0.5
79405,0.857142857
79406,
79407,inf
79408,0
79409,0
79410,0.166666667
79411,0
79412,0.5
79413,0
79414,0.142857143
79415,0
79416,3.5
79417,0
79418,0
79419,1
79420,0
79421,inf
79422,inf
79423,0.266666667
79424,0.052631579
79425,0
79426,0
79427,
79428,0
79429,0.020833333
79430,0
79431,0
79432,0.047619048
79433,0
79434,0
79435,
79436,0
79437,0
79438,0
79439,0.125
79440,0
79441,0.333333333
79442,0
79443,0
79444,0
79445,0.1
79446,1.111111111
79447,inf
79448,0
79449,
79450,1
79451,0.066666667
79452,
79453,0.125
79454,0
79455,0
79456,0.057142857
79457,0
79458,0
79459,0.5
79460,0
79461,0
79462,0
79463,0
79464,0
79465,inf
79466,0.5
79467,0
79468,0.1875
79469,0.119266055
79470,0.4
79471,0
79472,1.8
79473,0.666666667
79474,1.333333333
79475,0.263157895
79476,0
79477,1.857142857
79478,0
79479,
79480,0
79481,0
79482,0.75
79483,0
79484,0
79485,0
79486,inf
79487,0.2
79488,0
79489,1.555555556
79490,2.666666667
79491,0.888888889
79492,0
79493,0.3
79494,1
79495,0
79496,1.571428571
79497,0
79498,0
79499,0
79500,0
79501,
79502,0
79503,0.7
79504,0
79505,0
79506,0.4
79507,3
79508,0
79509,0
79510,0
79511,0
79512,0
79513,0.125
79514,0
79515,0
79516,0
79517,
79518,0
79519,0
79520,1.75
79521,
79522,0
79523,inf
79524,0
79525,0
79526,0
79527,0
79528,0
79529,5
79530,0
79531,0
79532,0
79533,0.833333333
79534,0.25
79535,
79536,inf
79537,
79538,
79539,0
79540,1.5
79541,0.083333333
79542,inf
79543,0
79544,
79545,0
79546,0.833333333
79547,0.5
79548,0
79549,0
79550,0
79551,0
79552,0.75
79553,0
79554,
79555,0
79556,0.4
79557,0
79558,inf
79559,0
79560,0
79561,0
79562,1.333333333
79563,
79564,
79565,0.2
79566,0
79567,0
79568,
79569,0.578947368
79570,0.125
79571,0.25
79572,0
79573,0
79574,
79575,0
79576,0.333333333
79577,0
79578,0.125
79579,0
79580,0.222222222
79581,1.833333333
79582,0
79583,inf
79584,0
79585,0
79586,0
79587,0.666666667
79588,inf
79589,0
79590,0.037037037
79591,3.5
79592,0.214285714
79593,1.2
79594,0
79595,1
79596,0
79597,0
79598,0.571428571
79599,
79600,0
79601,0
79602,inf
79603,0
79604,0
79605,1
79606,0
79607,0
79608,0
79609,0.083333333
79610,0.018518519
79611,0.166666667
79612,0
79613,0
79614,0.571428571
79615,0
79616,1
79617,0
79618,0
79619,0
79620,0
79621,1
79622,0
79623,0
79624,0.2
79625,
79626,2
79627,0.173913043
79628,0.307692308
79629,0
79630,0
79631,0
79632,0
79633,0.333333333
79634,0
79635,0
79636,0
79637,0.5
79638,inf
79639,0.285714286
79640,0
79641,0
79642,0.171428571
79643,5
79644,0
79645,0.181818182
79646,0
79647,0
79648,1.166666667
79649,0.25
79650,0
79651,0
79652,0.2
79653,0
79654,0
79655,0
79656,0
79657,0
79658,0.555555556
79659,0.272727273
79660,0
79661,
79662,0.071428571
79663,inf
79664,0.046875
79665,0
79666,0
79667,0
79668,0
79669,0
79670,0.074074074
79671,0.033333333
79672,0
79673,1
79674,0
79675,0
79676,0.176470588
79677,
79678,0.333333333
79679,0
79680,0
79681,0
79682,0.19047619
79683,0
79684,0.25
79685,
79686,0
79687,0.142857143
79688,0
79689,0
79690,0.4
79691,
79692,0
79693,
79694,0
79695,1
79696,0
79697,0
79698,0
79699,0.25
79700,0.181818182
79701,1.266666667
79702,0
79703,0.4
79704,0.125
79705,0
79706,7
79707,0
79708,0
79709,1
79710,0
79711,0.833333333
79712,0
